,address,incidentCount,lat,lng,incidentCummSum,daysWithIncidentPercent
516,"1700 7 AV, LETHBRIDGE, AB, Canada",18,49.6892323,-112.8175068,0.8098723436783366,0.03636363636363636
517,"2100 23 ST, LETHBRIDGE, AB, Canada",18,49.72376879999999,-112.8108188,0.8102163277786272,0.03272727272727273
518,"1000 7 AV, LETHBRIDGE, AB, Canada",18,49.6890235,-112.8313853,0.8105603118789176,0.02909090909090909
512,"400 1 AV, LETHBRIDGE, AB, Canada",18,49.6978421,-112.8424087,0.8084964072771748,0.04
564,"300 20 ST, LETHBRIDGE, AB, Canada",17,49.7022865,-112.8134295,0.8259058247974316,0.03636363636363636
558,"200 CHILCOTIN RD, LETHBRIDGE, AB, Canada",17,49.6813827,-112.8983816,0.8239565815624522,0.03636363636363636
559,"100 RED CROW BD, LETHBRIDGE, AB, Canada",17,49.684568,-112.8871741,0.8242814554349488,0.04
560,"500 14 ST, LETHBRIDGE, AB, Canada",17,49.69347990000001,-112.8225506,0.8246063293074454,0.04363636363636364
561,"700 12C ST, LETHBRIDGE, AB, Canada",17,49.7093689,-112.8258963,0.824931203179942,0.04
562,"200 STAFFORD BY, LETHBRIDGE, AB, Canada",17,49.6956181,-112.8451067,0.8252560770524384,0.03636363636363636
563,"2600 WESTSIDE DR, LETHBRIDGE, AB, Canada",17,49.7039097,-112.9010868,0.825580950924935,0.04
568,"1300 9 AV, LETHBRIDGE, AB, Canada",17,49.68655649999999,-112.8242048,0.8272053202874178,0.04
565,"700 FLORENCE HO LEONG CR, LETHBRIDGE, AB, Canada",17,49.7344751,-112.8277838,0.8262306986699282,0.03636363636363636
566,"700 BLACKFOOT TE, LETHBRIDGE, AB, Canada",17,49.67530499999999,-112.8977271,0.8265555725424247,0.04
567,"200 KEYSTONE LN, LETHBRIDGE, AB, Canada",17,49.6689127,-112.9039742,0.8268804464149213,0.04
569,"1500 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",17,49.6770775,-112.8024305,0.8275301941599144,0.03272727272727273
570,"500 26 ST, LETHBRIDGE, AB, Canada",17,49.6931241,-112.8049197,0.8278550680324109,0.04363636363636364
556,"400 39 ST, LETHBRIDGE, AB, Canada",17,49.704004,-112.7853504,0.8233068338174591,0.03272727272727273
557,"100 CROCUS TE, LETHBRIDGE, AB, Canada",17,49.6957219,-112.9110771,0.8236317076899556,0.03636363636363636
554,"1 MT RUNDLE WY, LETHBRIDGE, AB, Canada",17,49.6576456,-112.8725865,0.822657086072466,0.04363636363636364
555,"500 19 ST, LETHBRIDGE, AB, Canada",17,49.705786,-112.8148109,0.8229819599449626,0.04727272727272727
547,"1 BEAVERBROOK RD, LETHBRIDGE, AB, Canada",17,49.7290924,-112.8210866,0.8203829689649901,0.04363636363636364
540,"2300 4 AV, LETHBRIDGE, AB, Canada",17,49.694745,-112.8079441,0.8181088518575141,0.04
541,"600 27 ST, LETHBRIDGE, AB, Canada",17,49.7076035,-112.8037943,0.8184337257300107,0.03636363636363636
542,"100 16 ST, LETHBRIDGE, AB, Canada",17,49.699312,-112.8197619,0.8187585996025073,0.04
543,"1800 7 AV, LETHBRIDGE, AB, Canada",17,49.6892176,-112.8159523,0.8190834734750039,0.03636363636363636
545,"600 18 ST, LETHBRIDGE, AB, Canada",17,49.70797280000001,-112.8172301,0.8197332212199969,0.04363636363636364
546,"2000 18 AV, LETHBRIDGE, AB, Canada",17,49.7203459,-112.8132299,0.8200580950924935,0.04363636363636364
544,"1 BOTTERIL BOTTOM RD, LETHBRIDGE, AB, Canada",17,49.68583959999999,-112.8534161,0.8194083473475003,0.03636363636363636
548,"200 31 ST, LETHBRIDGE, AB, Canada",17,49.7009633,-112.796443,0.8207078428374867,0.04
549,"1700 13 AV, LETHBRIDGE, AB, Canada",17,49.7161885,-112.8183418,0.8210327167099832,0.03636363636363636
550,"1 ST JAMES BY, LETHBRIDGE, AB, Canada",17,49.6956181,-112.8451067,0.8213575905824797,0.03636363636363636
551,"1600 ST GEORGE RD, LETHBRIDGE, AB, Canada",17,49.7199707,-112.8320003,0.8216824644549763,0.04
552,"1600 13 ST, LETHBRIDGE, AB, Canada",17,49.718884,-112.8244709,0.8220073383274729,0.03636363636363636
553,"200 RYERSON RD, LETHBRIDGE, AB, Canada",17,49.6629602,-112.8859653,0.8223322121999694,0.025454545454545455
599,"1800 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",16,49.6743835,-112.8024383,0.8367222137287876,0.03272727272727273
591,"200 FIRELIGHT WY, LETHBRIDGE, AB, Canada",16,49.6668051,-112.8927321,0.8342761045711665,0.025454545454545455
592,"100 WT HILL BD, LETHBRIDGE, AB, Canada",16,49.698109,-112.7878018,0.8345818682158691,0.04
594,"1 STAFFORD RD, LETHBRIDGE, AB, Canada",16,49.7213668,-112.8352009,0.8351933955052744,0.03636363636363636
595,"100 FAIRMONT RD, LETHBRIDGE, AB, Canada",16,49.6608745,-112.7861875,0.8354991591499771,0.04
596,"1000 12A ST, LETHBRIDGE, AB, Canada",16,49.6836257,-112.826854,0.8358049227946797,0.04363636363636364
597,"200 ALGONQUIN RD, LETHBRIDGE, AB, Canada",16,49.6847767,-112.8857458,0.8361106864393824,0.04
598,"1 MT RUNDLE RD, LETHBRIDGE, AB, Canada",16,49.6566084,-112.8756502,0.836416450084085,0.04363636363636364
606,"100 HERITAGE BD, LETHBRIDGE, AB, Canada",16,49.6934091,-112.8850273,0.8388625592417062,0.03636363636363636
600,"100 COALBANKS BD, LETHBRIDGE, AB, Canada",16,49.667417,-112.900744,0.8370279773734903,0.04
601,"200 HERITAGE CT, LETHBRIDGE, AB, Canada",16,49.6963832,-112.8893065,0.8373337410181929,0.03636363636363636
602,"1 AV & SCENIC DR, LETHBRIDGE, AB, Canada",16,49.6975645,-112.8453697,0.8376395046628956,0.05818181818181818
603,"1 TUDOR CR, LETHBRIDGE, AB, Canada",16,49.6665727,-112.8149815,0.8379452683075982,0.03636363636363636
604,"1000 20 ST, LETHBRIDGE, AB, Canada",16,49.6835923,-112.8128864,0.8382510319523009,0.03636363636363636
605,"800 9 AV, LETHBRIDGE, AB, Canada",16,49.6861533,-112.8332977,0.8385567955970035,0.04363636363636364
589,"2000 10 AV, LETHBRIDGE, AB, Canada",16,49.6835476,-112.8125748,0.8336645772817612,0.02909090909090909
590,"600 8 AV, LETHBRIDGE, AB, Canada",16,49.6873144,-112.8382529,0.8339703409264638,0.04
593,"600 AQUITANIA BD, LETHBRIDGE, AB, Canada",16,49.68519,-112.9163076,0.8348876318605718,0.04363636363636364
588,"1900 9 AV, LETHBRIDGE, AB, Canada",16,49.6866747,-112.8145185,0.8333588136370585,0.04
579,"1100 7 AV, LETHBRIDGE, AB, Canada",16,49.689328,-112.8299451,0.8306069408347347,0.04
587,"200 RIVERSTONE BD, LETHBRIDGE, AB, Canada",16,49.6642934,-112.8597652,0.8330530499923559,0.04363636363636364
572,"3400 SPRUCE DR, LETHBRIDGE, AB, Canada",16,49.6735924,-112.7916728,0.8284665953218162,0.03636363636363636
573,"2500 13 ST, LETHBRIDGE, AB, Canada",16,49.7264872,-112.8244413,0.8287723589665189,0.04363636363636364
574,"2900 31 ST, LETHBRIDGE, AB, Canada",16,49.66456059999999,-112.7986868,0.8290781226112215,0.02909090909090909
575,"1600 9 AV, LETHBRIDGE, AB, Canada",16,49.6863254,-112.8187281,0.8293838862559242,0.03636363636363636
577,"1100 29 ST, LETHBRIDGE, AB, Canada",16,49.6815633,-112.7992868,0.8299954135453295,0.04
578,"400 MCMASTER BD, LETHBRIDGE, AB, Canada",16,49.664688,-112.8798883,0.8303011771900322,0.04
576,"1400 12 AV, LETHBRIDGE, AB, Canada",16,49.680042,-112.8226371,0.8296896499006268,0.04
580,"500 24 ST, LETHBRIDGE, AB, Canada",16,49.6932724,-112.8079231,0.8309127044794374,0.04
581,"3800 6 AV, LETHBRIDGE, AB, Canada",16,49.6916205,-112.7906041,0.83121846812414,0.04
582,"1 LYNX RD, LETHBRIDGE, AB, Canada",16,49.7339468,-112.8076648,0.8315242317688427,0.03272727272727273
583,"2400 14 AV, LETHBRIDGE, AB, Canada",16,49.7179024,-112.8078554,0.8318299954135453,0.04363636363636364
584,"3200 5 AV, LETHBRIDGE, AB, Canada",16,49.7054919,-112.7923376,0.832135759058248,0.03636363636363636
571,"1100 LAKEVIEW DR, LETHBRIDGE, AB, Canada",16,49.6794491,-112.7913839,0.8281608316771136,0.04
585,"300 THYRZA BURKITT LK, LETHBRIDGE, AB, Canada",16,49.7323034,-112.8281823,0.8324415227029506,0.03636363636363636
586,"3400 FAIRWAY PLAZA RD, LETHBRIDGE, AB, Canada",16,49.6680474,-112.7944426,0.8327472863476533,0.03636363636363636
635,"2000 23 ST, LETHBRIDGE, AB, Canada",15,49.7229146,-112.8103683,0.8471755083320593,0.02909090909090909
628,"200 PEIGAN CT, LETHBRIDGE, AB, Canada",15,49.6859885,-112.9008084,0.8451689344136982,0.03272727272727273
629,"3500 21 AV, LETHBRIDGE, AB, Canada",15,49.6716422,-112.7901199,0.8454555878306069,0.02909090909090909
630,"200 LAVAL BD, LETHBRIDGE, AB, Canada",15,49.6677498,-112.8700253,0.8457422412475156,0.02909090909090909
631,"3200 23 AV, LETHBRIDGE, AB, Canada",15,49.670165,-112.7945011,0.8460288946644244,0.02909090909090909
632,"1300 18 AV, LETHBRIDGE, AB, Canada",15,49.67435380000001,-112.8231553,0.8463155480813331,0.025454545454545455
633,"100 BLACKFOOT CI, LETHBRIDGE, AB, Canada",15,49.6956181,-112.8451067,0.8466022014982418,0.04
634,"1 ST ANNE PL, LETHBRIDGE, AB, Canada",15,49.7212062,-112.8251524,0.8468888549151505,0.03272727272727273
643,"2400 12 AV, LETHBRIDGE, AB, Canada",15,49.6797842,-112.8069621,0.8494687356673292,0.03636363636363636
636,"1000 14 ST, LETHBRIDGE, AB, Canada",15,49.7137361,-112.8226779,0.847462161748968,0.04
637,"1000 ALICE BIRCH PT, LETHBRIDGE, AB, Canada",15,49.73130829999999,-112.8369765,0.8477488151658767,0.02909090909090909
638,"900 15 ST, LETHBRIDGE, AB, Canada",15,49.6857984,-112.8208371,0.8480354685827856,0.03636363636363636
639,"1 BLUEFOX BY, LETHBRIDGE, AB, Canada",15,49.6956181,-112.8451067,0.8483221219996943,0.03272727272727273
640,"1 IROQUOIS CR, LETHBRIDGE, AB, Canada",15,49.6831515,-112.8875294,0.848608775416603,0.03272727272727273
641,"1 ST & 7 AV, LETHBRIDGE, AB, Canada",15,49.6888699,-112.8450286,0.8488954288335117,0.04727272727272727
642,"1200 17 AV, LETHBRIDGE, AB, Canada",15,49.6752713,-112.8245936,0.8491820822504205,0.03272727272727273
625,"100 MT SUNDANCE CR, LETHBRIDGE, AB, Canada",15,49.6504193,-112.8733347,0.844308974162972,0.03636363636363636
626,"200 24 ST, LETHBRIDGE, AB, Canada",15,49.6968566,-112.8078812,0.8445956275798807,0.025454545454545455
627,"1200 ST CHARLES RD, LETHBRIDGE, AB, Canada",15,49.71857079999999,-112.8283771,0.8448822809967895,0.02909090909090909
624,"400 RED CROW BD, LETHBRIDGE, AB, Canada",15,49.6873766,-112.8983184,0.8440223207460633,0.03272727272727273
614,"1800 9 AV, LETHBRIDGE, AB, Canada",15,49.68667019999999,-112.8162822,0.841155786576976,0.03636363636363636
623,"600 5 AV, LETHBRIDGE, AB, Canada",15,49.6926925,-112.8381171,0.8437356673291546,0.04363636363636364
607,"1500 14 AV, LETHBRIDGE, AB, Canada",15,49.6782335,-112.8211999,0.8391492126586149,0.03636363636363636
608,"1100 KEYSTONE RD, LETHBRIDGE, AB, Canada",15,49.6664182,-112.9126011,0.8394358660755237,0.04
609,"1800 1 AV, LETHBRIDGE, AB, Canada",15,49.6984671,-112.8262819,0.8397225194924324,0.02909090909090909
611,"2900 2 AV, LETHBRIDGE, AB, Canada",15,49.6995617,-112.7980899,0.8402958263262498,0.04
612,"1900 13 AV, LETHBRIDGE, AB, Canada",15,49.71641229999999,-112.8139234,0.8405824797431586,0.04
613,"100 MCGILL BD, LETHBRIDGE, AB, Canada",15,49.6699371,-112.8716327,0.8408691331600673,0.03636363636363636
610,"1 AV & 18 ST, LETHBRIDGE, AB, Canada",15,49.6987908,-112.8169352,0.8400091729093411,0.05454545454545454
615,"1 NEBRASKA RD, LETHBRIDGE, AB, Canada",15,49.67563149999999,-112.8794196,0.8414424399938847,0.02909090909090909
619,"800 GREYWOLF RU, LETHBRIDGE, AB, Canada",15,49.7410839,-112.8045707,0.8425890536615196,0.03636363636363636
616,"100 PARK MEADOWS BD, LETHBRIDGE, AB, Canada",15,49.7221567,-112.8042342,0.8417290934107935,0.03636363636363636
621,"700 12A ST, LETHBRIDGE, AB, Canada",15,49.7093636,-112.8287746,0.8431623604953371,0.03636363636363636
620,"1 CHILCOTIN LN, LETHBRIDGE, AB, Canada",15,49.6828406,-112.8924783,0.8428757070784284,0.03272727272727273
622,"1200 12C ST, LETHBRIDGE, AB, Canada",15,49.715473,-112.8261239,0.8434490139122458,0.03636363636363636
618,"1100 27 ST, LETHBRIDGE, AB, Canada",15,49.6817062,-112.8029,0.8423024002446109,0.03272727272727273
617,"500 12A ST, LETHBRIDGE, AB, Canada",15,49.7058616,-112.8287875,0.8420157468277022,0.03636363636363636
677,"700 7 ST, LETHBRIDGE, AB, Canada",14,49.6887543,-112.8364062,0.8585652040972328,0.04
668,"700 2 AV, LETHBRIDGE, AB, Canada",14,49.7007353,-112.8230682,0.8561573153951995,0.03272727272727273
669,"1500 4 AV, LETHBRIDGE, AB, Canada",14,49.7047688,-112.8211847,0.8564248585843143,0.03272727272727273
670,"700 27 ST, LETHBRIDGE, AB, Canada",14,49.7089368,-112.803613,0.8566924017734291,0.02909090909090909
671,"1 ST JAMES BD, LETHBRIDGE, AB, Canada",14,49.7234807,-112.831788,0.8569599449625439,0.03272727272727273
672,"100 TARTAN CI, LETHBRIDGE, AB, Canada",14,49.6940909,-112.9029588,0.8572274881516587,0.03272727272727273
673,"2400 20 ST, LETHBRIDGE, AB, Canada",14,49.7255064,-112.8150495,0.8574950313407735,0.025454545454545455
674,"1 AV & 4 ST, LETHBRIDGE, AB, Canada",14,49.6977133,-112.8421336,0.8577625745298884,0.05090909090909091
675,"1000 6 ST, LETHBRIDGE, AB, Canada",14,49.7142229,-112.8383533,0.8580301177190032,0.02909090909090909
676,"2600 22 AV, LETHBRIDGE, AB, Canada",14,49.6710715,-112.805492,0.858297660908118,0.025454545454545455
686,"100 SOUTHGATE BD, LETHBRIDGE, AB, Canada",14,49.6600701,-112.78979,0.8609730927992661,0.03272727272727273
678,"100 TEMPLE BD, LETHBRIDGE, AB, Canada",14,49.6698398,-112.8901895,0.8588327472863476,0.02909090909090909
679,"2100 9B AV, LETHBRIDGE, AB, Canada",14,49.6845803,-112.8110499,0.8591002904754624,0.025454545454545455
680,"600 ABERDEEN CR, LETHBRIDGE, AB, Canada",14,49.69733799999999,-112.9062681,0.8593678336645773,0.03636363636363636
681,"700 ABERDEEN CR, LETHBRIDGE, AB, Canada",14,49.6971251,-112.9077464,0.8596353768536921,0.02909090909090909
682,"1100 29A ST, LETHBRIDGE, AB, Canada",14,49.6817861,-112.7976103,0.8599029200428069,0.03272727272727273
683,"2700 11 AV, LETHBRIDGE, AB, Canada",14,49.7149636,-112.8040452,0.8601704632319217,0.03636363636363636
684,"100 OJIBWA RD, LETHBRIDGE, AB, Canada",14,49.6786258,-112.8911841,0.8604380064210365,0.03272727272727273
685,"1600 STAFFORD DR, LETHBRIDGE, AB, Canada",14,49.7192027,-112.8331429,0.8607055496101513,0.03272727272727273
666,"1000 17 ST, LETHBRIDGE, AB, Canada",14,49.7138988,-112.8187289,0.8556222290169699,0.025454545454545455
667,"1 LYNX PL, LETHBRIDGE, AB, Canada",14,49.73321019999999,-112.8108525,0.8558897722060846,0.03636363636363636
662,"1800 20 ST, LETHBRIDGE, AB, Canada",14,49.6745121,-112.8132787,0.8545520562605107,0.03272727272727273
665,"1800 13 ST, LETHBRIDGE, AB, Canada",14,49.7210452,-112.8240173,0.8553546858278551,0.03272727272727273
654,"900 12 ST, LETHBRIDGE, AB, Canada",14,49.6861786,-112.8286714,0.8524117107475921,0.03272727272727273
645,"200 LASALLE TE, LETHBRIDGE, AB, Canada",14,49.68932119999999,-112.9096454,0.8500038220455588,0.03636363636363636
646,"1800 4 AV, LETHBRIDGE, AB, Canada",14,49.7044785,-112.8167107,0.8502713652346736,0.025454545454545455
647,"200 LETTICE PERRY RD, LETHBRIDGE, AB, Canada",14,49.7296487,-112.8273643,0.8505389084237884,0.03636363636363636
648,"2100 14 AV, LETHBRIDGE, AB, Canada",14,49.717168,-112.8113371,0.8508064516129032,0.02181818181818182
649,"2900 9 AV, LETHBRIDGE, AB, Canada",14,49.7126951,-112.8012585,0.8510739948020181,0.03272727272727273
650,"1400 24 ST, LETHBRIDGE, AB, Canada",14,49.6782383,-112.8071746,0.8513415379911329,0.03636363636363636
651,"400 COULEECREEK BD, LETHBRIDGE, AB, Canada",14,49.65902,-112.78776,0.8516090811802477,0.03636363636363636
652,"1 DALHOUSIE RD, LETHBRIDGE, AB, Canada",14,49.671095,-112.8712,0.8518766243693625,0.02909090909090909
653,"400 31 ST, LETHBRIDGE, AB, Canada",14,49.7038808,-112.7963939,0.8521441675584773,0.03636363636363636
664,"700 LILLIAN PARRY PL, LETHBRIDGE, AB, Canada",14,49.7388437,-112.8306973,0.8550871426387403,0.03272727272727273
655,"400 12A ST, LETHBRIDGE, AB, Canada",14,49.70465309999999,-112.8287745,0.852679253936707,0.03636363636363636
657,"1 OXFORD RD, LETHBRIDGE, AB, Canada",14,49.66883079999999,-112.8897367,0.8532143403149366,0.03272727272727273
658,"100 2 AV, LETHBRIDGE, AB, Canada",14,49.6967594,-112.8476754,0.8534818835040514,0.04363636363636364
659,"200 27 ST, LETHBRIDGE, AB, Canada",14,49.6968044,-112.80347,0.8537494266931662,0.025454545454545455
660,"1 ST & 2A AV, LETHBRIDGE, AB, Canada",14,49.6880852,-112.8455507,0.854016969882281,0.05090909090909091
661,"3400 4 AV, LETHBRIDGE, AB, Canada",14,49.6947403,-112.7898457,0.8542845130713959,0.02909090909090909
644,"800 15 ST, LETHBRIDGE, AB, Canada",14,49.6881065,-112.8214552,0.849736278856444,0.04363636363636364
663,"1800 3 AV, LETHBRIDGE, AB, Canada",14,49.696428,-112.8161725,0.8548195994496255,0.02909090909090909
656,"300 MCMASTER BD, LETHBRIDGE, AB, Canada",14,49.66883,-112.88434,0.8529467971258218,0.03272727272727273
716,"400 MOONLIGHT WY, LETHBRIDGE, AB, Canada",13,49.664782,-112.9020444,0.8684260816388931,0.02909090909090909
719,"400 LYNX TE, LETHBRIDGE, AB, Canada",13,49.7345116,-112.8038851,0.8691713805228558,0.03636363636363636
718,"1800 8 AV, LETHBRIDGE, AB, Canada",13,49.7118787,-112.8170641,0.868922947561535,0.025454545454545455
717,"800 7 AV, LETHBRIDGE, AB, Canada",13,49.6888926,-112.8345697,0.868674514600214,0.03272727272727273
712,"100 LAKHOTA CR, LETHBRIDGE, AB, Canada",13,49.68492029999999,-112.8947691,0.8674323497936095,0.025454545454545455
715,"1800 6A AV, LETHBRIDGE, AB, Canada",13,49.7081023,-112.8166725,0.8681776486775722,0.02909090909090909
714,"100 HONEYSUCKLE RD, LETHBRIDGE, AB, Canada",13,49.7211236,-112.802527,0.8679292157162514,0.014545454545454545
713,"1800 5A AV, LETHBRIDGE, AB, Canada",13,49.7063516,-112.8166513,0.8676807827549304,0.02909090909090909
721,"100 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",13,49.6586003,-112.8733541,0.8696682464454977,0.02909090909090909
720,"200 JERRY POTTS BD, LETHBRIDGE, AB, Canada",13,49.685305,-112.8929292,0.8694198134841767,0.02909090909090909
725,"1 OJIBWA RD, LETHBRIDGE, AB, Canada",13,49.6804882,-112.8892007,0.8706619782907812,0.03636363636363636
722,"2500 12 AV, LETHBRIDGE, AB, Canada",13,49.6797781,-112.8058437,0.8699166794068185,0.03636363636363636
723,"100 SILKSTONE RD, LETHBRIDGE, AB, Canada",13,49.6718091,-112.8968919,0.8701651123681394,0.01818181818181818
724,"1 BEAVERPOND CT, LETHBRIDGE, AB, Canada",13,49.7290634,-112.8200022,0.8704135453294604,0.02909090909090909
726,"1 COWICHAN CT, LETHBRIDGE, AB, Canada",13,49.6836265,-112.8989279,0.8709104112521021,0.04
727,"200 CORVETTE CR, LETHBRIDGE, AB, Canada",13,49.6937157,-112.7971648,0.871158844213423,0.025454545454545455
728,"600 30 ST, LETHBRIDGE, AB, Canada",13,49.7080868,-112.7973614,0.871407277174744,0.03636363636363636
729,"1 LAVAL PL, LETHBRIDGE, AB, Canada",13,49.6663893,-112.8754439,0.8716557101360648,0.03272727272727273
730,"300 24 ST, LETHBRIDGE, AB, Canada",13,49.6962622,-112.80783,0.8719041430973857,0.03636363636363636
709,"2700 SOUTH PARKSIDE DR, LETHBRIDGE, AB, Canada",13,49.683384,-112.8028283,0.8666870509096468,0.02909090909090909
710,"1200 12 AV, LETHBRIDGE, AB, Canada",13,49.7156562,-112.8298531,0.8669354838709677,0.03272727272727273
711,"2700 8A AV, LETHBRIDGE, AB, Canada",13,49.6872453,-112.8083869,0.8671839168322887,0.025454545454545455
708,"1 ATHABASCA RD, LETHBRIDGE, AB, Canada",13,49.6820505,-112.8934788,0.866438617948326,0.03636363636363636
697,"1200 7 AV, LETHBRIDGE, AB, Canada",13,49.6893939,-112.8283721,0.8637058553737961,0.03636363636363636
687,"1900 7 AV, LETHBRIDGE, AB, Canada",13,49.68952789999999,-112.8146224,0.8612215257605871,0.03636363636363636
707,"600 22 ST, LETHBRIDGE, AB, Canada",13,49.7086382,-112.8102062,0.8661901849870051,0.02181818181818182
688,"2300 2 AV, LETHBRIDGE, AB, Canada",13,49.7010912,-112.8081948,0.861469958721908,0.025454545454545455
689,"300 COLUMBIA BD, LETHBRIDGE, AB, Canada",13,49.6741501,-112.8821528,0.8617183916832288,0.03272727272727273
690,"1 HARU MORIYAMA RD, LETHBRIDGE, AB, Canada",13,49.7356954,-112.8287471,0.8619668246445498,0.03272727272727273
691,"1400 13 AV, LETHBRIDGE, AB, Canada",13,49.7161699,-112.8227522,0.8622152576058707,0.03272727272727273
693,"400 21A ST, LETHBRIDGE, AB, Canada",13,49.7038847,-112.8105683,0.8627121235285125,0.02909090909090909
694,"900 7 ST, LETHBRIDGE, AB, Canada",13,49.6860182,-112.8361714,0.8629605564898334,0.02909090909090909
695,"900 44 AV, LETHBRIDGE, AB, Canada",13,49.738585,-112.832777,0.8632089894511542,0.03272727272727273
696,"300 MT SUNDANCE LD, LETHBRIDGE, AB, Canada",13,49.6518654,-112.8689179,0.8634574224124751,0.03272727272727273
692,"900 16 ST, LETHBRIDGE, AB, Canada",13,49.6867688,-112.8192542,0.8624636905671915,0.04
698,"1 BROCK PL, LETHBRIDGE, AB, Canada",13,49.6713613,-112.8693864,0.863954288335117,0.03272727272727273
700,"3000 32 ST, LETHBRIDGE, AB, Canada",13,49.66314149999999,-112.7973357,0.8644511542577588,0.03272727272727273
701,"1 FAIRMONT PT, LETHBRIDGE, AB, Canada",13,49.6666779,-112.7851322,0.8646995872190797,0.03272727272727273
702,"1000 43 ST, LETHBRIDGE, AB, Canada",13,49.6841814,-112.779581,0.8649480201804005,0.03272727272727273
703,"500 MARY CAMERON CR, LETHBRIDGE, AB, Canada",13,49.7316837,-112.8344947,0.8651964531417214,0.03636363636363636
704,"500 MOONLIGHT LN, LETHBRIDGE, AB, Canada",13,49.66472359999999,-112.9013051,0.8654448861030424,0.03636363636363636
705,"1000 36 ST, LETHBRIDGE, AB, Canada",13,49.71544799999999,-112.7897917,0.8656933190643632,0.03272727272727273
699,"100 BLACKFOOT CT, LETHBRIDGE, AB, Canada",13,49.6783766,-112.9009147,0.8642027212964378,0.02909090909090909
706,"3300 20 AV, LETHBRIDGE, AB, Canada",13,49.6724702,-112.7932313,0.8659417520256841,0.03272727272727273
765,"100 KODIAK CR, LETHBRIDGE, AB, Canada",12,49.7278113,-112.804853,0.8799304387708301,0.03272727272727273
769,"1200 3A AV, LETHBRIDGE, AB, Canada",12,49.69554369999999,-112.8284797,0.8808477297049381,0.02909090909090909
768,"1 BLACKWOLF PS, LETHBRIDGE, AB, Canada",12,49.7394749,-112.8090567,0.8806184069714111,0.02181818181818182
767,"1100 10 AV, LETHBRIDGE, AB, Canada",12,49.7136016,-112.8308058,0.8803890842378841,0.03636363636363636
766,"500 LEASIDE AV, LETHBRIDGE, AB, Canada",12,49.69368619999999,-112.7917844,0.8801597615043572,0.025454545454545455
762,"3900 23 AV, LETHBRIDGE, AB, Canada",12,49.6696495,-112.7856826,0.8792424705702492,0.02909090909090909
764,"700 8 ST, LETHBRIDGE, AB, Canada",12,49.68876909999999,-112.8350852,0.8797011160373032,0.02909090909090909
763,"400 34 ST, LETHBRIDGE, AB, Canada",12,49.6949779,-112.790471,0.8794717933037762,0.02181818181818182
760,"1 BLACKFOOT CI, LETHBRIDGE, AB, Canada",12,49.6796737,-112.8960034,0.8787838251031952,0.04
761,"600 12A ST, LETHBRIDGE, AB, Canada",12,49.7074835,-112.8283721,0.8790131478367222,0.03272727272727273
771,"500 33 ST, LETHBRIDGE, AB, Canada",12,49.6938711,-112.7928478,0.8813063751719921,0.02909090909090909
770,"400 28 ST, LETHBRIDGE, AB, Canada",12,49.6946802,-112.801919,0.881077052438465,0.02909090909090909
781,"1 CANYON CT, LETHBRIDGE, AB, Canada",12,49.64799010000001,-112.8311067,0.8835996025072619,0.02909090909090909
772,"1200 SCENIC DR, LETHBRIDGE, AB, Canada",12,49.6802742,-112.8297503,0.881535697905519,0.02909090909090909
773,"3500 FORESTRY AV, LETHBRIDGE, AB, Canada",12,49.6770623,-112.7906008,0.881765020639046,0.02909090909090909
774,"1 AV & 20 ST, LETHBRIDGE, AB, Canada",12,49.6986295,-112.8134269,0.881994343372573,0.03272727272727273
775,"600 9 AV, LETHBRIDGE, AB, Canada",12,49.6859377,-112.8377898,0.8822236661061,0.03272727272727273
776,"500 COULEESPRINGS CR, LETHBRIDGE, AB, Canada",12,49.6572707,-112.7820887,0.882452988839627,0.02909090909090909
777,"1000 12B ST, LETHBRIDGE, AB, Canada",12,49.6836171,-112.8254673,0.8826823115731539,0.02181818181818182
778,"100 MILDRED DOBBS BD, LETHBRIDGE, AB, Canada",12,49.729489,-112.8279856,0.882911634306681,0.02909090909090909
779,"1100 8 ST, LETHBRIDGE, AB, Canada",12,49.6820866,-112.8334251,0.8831409570402079,0.03272727272727273
780,"4100 20 AV, LETHBRIDGE, AB, Canada",12,49.6724326,-112.7820038,0.883370279773735,0.02181818181818182
782,"1 ERMINEDALE BY, LETHBRIDGE, AB, Canada",12,49.730233,-112.817141,0.8838289252407888,0.02909090909090909
783,"3600 23 AV, LETHBRIDGE, AB, Canada",12,49.670024,-112.7886784,0.8840582479743159,0.02909090909090909
758,"100 COULEESPRINGS WY, LETHBRIDGE, AB, Canada",12,49.65920759999999,-112.780766,0.8783251796361413,0.03636363636363636
759,"1100 17 ST, LETHBRIDGE, AB, Canada",12,49.68123869999999,-112.8188308,0.8785545023696683,0.03272727272727273
734,"1 MODESTO RD, LETHBRIDGE, AB, Canada",12,49.6750208,-112.8792124,0.8728214340314937,0.025454545454545455
757,"100 MT BLAKISTON BY, LETHBRIDGE, AB, Canada",12,49.6956181,-112.8451067,0.8780958569026143,0.02909090909090909
743,"200 SIXMILE RG, LETHBRIDGE, AB, Canada",12,49.6556483,-112.7771356,0.8748853386332365,0.025454545454545455
