address,incidentCount,lat,lng
"1 SOUTHGATE BD, LETHBRIDGE, AB, Canada",29,49.65994750000001,-112.7930072
"1 SQUAMISH BD, LETHBRIDGE, AB, Canada",2,49.6894378,-112.8950986
"1 SQUAMISH CR, LETHBRIDGE, AB, Canada",6,49.6902141,-112.8994329
"1 SQUAMISH CT, LETHBRIDGE, AB, Canada",3,49.6893762,-112.8979986
"1 ST & 1 AV, LETHBRIDGE, AB, Canada",4,49.6956181,-112.8451067
"1 ST & 10 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 11 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 13 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 14 AV, LETHBRIDGE, AB, Canada",1,49.71761979999999,-112.7805765
"1 ST & 15 AV, LETHBRIDGE, AB, Canada",2,49.6885645,-112.8456777
"1 ST & 16 AV, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1 ST & 16 AVE, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1 ST & 18 AV, LETHBRIDGE, AB, Canada",2,49.6885645,-112.8456777
"1 ST & 2 AV, LETHBRIDGE, AB, Canada",18,49.6956181,-112.8451067
"1 ST & 21 AV, LETHBRIDGE, AB, Canada",2,49.6956181,-112.8451067
"1 ST & 22 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 23 AV, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 ST & 24 AV, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1 ST & 24 ST, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1 ST & 26 AV, LETHBRIDGE, AB, Canada",2,49.6880852,-112.8455507
"1 ST & 2A AV, LETHBRIDGE, AB, Canada",14,49.6880852,-112.8455507
"1 ST & 3 AV, LETHBRIDGE, AB, Canada",28,49.6960906,-112.8182752
"1 ST & 3 AVE, LETHBRIDGE, AB, Canada",1,49.6960906,-112.8182752
"1 ST & 3 HW, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 3A AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 4 AV, LETHBRIDGE, AB, Canada",27,49.694971,-112.8118395
"1 ST & 40 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 41 AV, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1 ST & 43 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 5 AV, LETHBRIDGE, AB, Canada",37,49.6880852,-112.8455507
"1 ST & 5 AVE, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 5A AV, LETHBRIDGE, AB, Canada",2,49.6880852,-112.8455507
"1 ST & 6 AV, LETHBRIDGE, AB, Canada",40,49.6880852,-112.8455507
"1 ST & 62 AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 6A AV, LETHBRIDGE, AB, Canada",2,49.6880852,-112.8455507
"1 ST & 7 AV, LETHBRIDGE, AB, Canada",15,49.6888699,-112.8450286
"1 ST & 7A AV, LETHBRIDGE, AB, Canada",2,49.6880508,-112.845321
"1 ST & 8 AV, LETHBRIDGE, AB, Canada",10,49.68746789999999,-112.8392342
"1 ST & 8A AV, LETHBRIDGE, AB, Canada",1,49.6880852,-112.8455507
"1 ST & 9 AV, LETHBRIDGE, AB, Canada",26,49.6859731,-112.840845
"1 ST & 9A AV, LETHBRIDGE, AB, Canada",2,49.6880852,-112.8455507
"1 ST & BLACKWOLF BD, LETHBRIDGE, AB, Canada",1,49.7383737,-112.8125052
"1 ST & CNT, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 ST & CROWSNEST HW, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 ST & CROWSNEST TR, LETHBRIDGE, AB, Canada",9,49.7009193,-112.7787512
"1 ST & FAIRMONT GT, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 ST & GARRY DR, LETHBRIDGE, AB, Canada",2,49.6908927,-112.9022058
"1 ST & GATEWAY MW, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 ST & GIFFEN RD, LETHBRIDGE, AB, Canada",3,49.734668,-112.7911364
"1 ST & HWY3, LETHBRIDGE, AB, Canada",2,49.6885645,-112.8456777
"1 ST & PARKSIDE DR, LETHBRIDGE, AB, Canada",3,49.6885645,-112.8456777
"1 ST & SCENIC DR, LETHBRIDGE, AB, Canada",3,49.6885645,-112.8456777
"1 ST & SOUTH PARKSIDE DR, LETHBRIDGE, AB, Canada",1,49.683683,-112.7921945
"1 ST & ST EDWARD BD, LETHBRIDGE, AB, Canada",1,49.7201257,-112.8291404
"1 ST & WHOOP UP DR, LETHBRIDGE, AB, Canada",1,49.6870304,-112.8656061
"1 ST ANNE PL, LETHBRIDGE, AB, Canada",15,49.7212062,-112.8251524
"1 ST CHRISTOPHER PL, LETHBRIDGE, AB, Canada",4,49.721219,-112.8265358
"1 ST JAMES BD, LETHBRIDGE, AB, Canada",14,49.7234807,-112.831788
"1 ST JAMES BY, LETHBRIDGE, AB, Canada",17,49.6956181,-112.8451067
"1 ST JAMES CR, LETHBRIDGE, AB, Canada",45,49.72232229999999,-112.831273
"1 ST JAMES PL, LETHBRIDGE, AB, Canada",7,49.7245477,-112.8303556
"1 ST, LETHBRIDGE, AB, Canada",2,49.6885645,-112.8456777
"1 STAFFORD BD, LETHBRIDGE, AB, Canada",6,49.72127,-112.8348094
"1 STAFFORD RD, LETHBRIDGE, AB, Canada",16,49.7213668,-112.8352009
"1 STAFFORDVILLE CR, LETHBRIDGE, AB, Canada",39,49.7211358,-112.834052
"1 STONECREST PT, LETHBRIDGE, AB, Canada",4,49.6648911,-112.8581643
"1 STONEY CR, LETHBRIDGE, AB, Canada",34,49.6893849,-112.8914898
"1 STREET ST, LETHBRIDGE, AB, Canada",1,49.6885645,-112.8456777
"1 SUNRIDGE BD, LETHBRIDGE, AB, Canada",11,49.6545283,-112.8699628
"1 TARTAN BD, LETHBRIDGE, AB, Canada",37,49.6959469,-112.8991652
"1 TEMPLE BD, LETHBRIDGE, AB, Canada",22,49.6709735,-112.8850055
"1 TEMPLE CR, LETHBRIDGE, AB, Canada",2,49.6712354,-112.8853037
"1 THYRZA BURKITT PL, LETHBRIDGE, AB, Canada",4,49.73230419999999,-112.8278081
"1 TRENT RD, LETHBRIDGE, AB, Canada",10,49.6643497,-112.8857864
"1 TRINITY PL, LETHBRIDGE, AB, Canada",3,49.6715909,-112.873133
"1 TUDOR BD, LETHBRIDGE, AB, Canada",2,49.6684798,-112.8158124
"1 TUDOR BY, LETHBRIDGE, AB, Canada",2,49.6956181,-112.8451067
"1 TUDOR CR, LETHBRIDGE, AB, Canada",16,49.6665727,-112.8149815
"1 TUDOR PL, LETHBRIDGE, AB, Canada",2,49.66641389999999,-112.8120809
"1 UPLANDS BD, LETHBRIDGE, AB, Canada",3,49.7311649,-112.8217356
"1 WILDWOOD CR, LETHBRIDGE, AB, Canada",3,49.6854401,-112.8806886
"1 WILDWOOD RD, LETHBRIDGE, AB, Canada",7,49.68684349999999,-112.8784971
"100 1 AV, LETHBRIDGE, AB, Canada",2193,49.6978156,-112.840058
"100 11 ST, LETHBRIDGE, AB, Canada",2,49.6975908,-112.8308396
"100 12 ST, LETHBRIDGE, AB, Canada",6,49.6982429,-112.829663
"100 13 ST, LETHBRIDGE, AB, Canada",169,49.69921189999999,-112.824738
"100 14 ST, LETHBRIDGE, AB, Canada",22,49.6992982,-112.8229941
"100 15 ST, LETHBRIDGE, AB, Canada",9,49.6995638,-112.8211918
"100 16 ST, LETHBRIDGE, AB, Canada",17,49.699312,-112.8197619
"100 17 ST, LETHBRIDGE, AB, Canada",8,49.6994633,-112.8188208
"100 18 ST, LETHBRIDGE, AB, Canada",5,49.6994132,-112.8173872
"100 19 ST, LETHBRIDGE, AB, Canada",28,49.6992266,-112.8148838
"100 2 AV, LETHBRIDGE, AB, Canada",14,49.6967594,-112.8476754
"100 20 ST, LETHBRIDGE, AB, Canada",23,49.7118438,-112.8126809
"100 22 ST, LETHBRIDGE, AB, Canada",11,49.6987611,-112.8105
"100 3 AV, LETHBRIDGE, AB, Canada",71,49.69519200000001,-112.8471251
"100 30 ST, LETHBRIDGE, AB, Canada",12,49.6994885,-112.7974942
"100 4 AV, LETHBRIDGE, AB, Canada",3,49.6940964,-112.8472431
"100 4 ST, LETHBRIDGE, AB, Canada",3,49.6972253,-112.8424233
"100 5 AV, LETHBRIDGE, AB, Canada",35,49.70452,-112.8484
"100 5 ST, LETHBRIDGE, AB, Canada",39,49.6976266,-112.8407973
"100 7 AV, LETHBRIDGE, AB, Canada",19,49.6888699,-112.8450286
"100 7 ST, LETHBRIDGE, AB, Canada",32,49.6914227,-112.8369811
"100 7A AV, LETHBRIDGE, AB, Canada",4,49.6880507,-112.8453196
"100 8 ST, LETHBRIDGE, AB, Canada",28,49.697835,-112.8360765
"100 ABERDEEN RD, LETHBRIDGE, AB, Canada",27,49.6973961,-112.9033635
"100 ALGONQUIN RD, LETHBRIDGE, AB, Canada",103,49.6819291,-112.8824147
"100 BEAVERPOND CT, LETHBRIDGE, AB, Canada",1,49.7282124,-112.8182323
"100 BLACKFOOT BD, LETHBRIDGE, AB, Canada",40,49.6779759,-112.8978119
"100 BLACKFOOT CI, LETHBRIDGE, AB, Canada",15,49.6956181,-112.8451067
"100 BLACKFOOT CT, LETHBRIDGE, AB, Canada",13,49.6783766,-112.9009147
"100 BLACKWOLF BY, LETHBRIDGE, AB, Canada",2,49.6956181,-112.8451067
"100 BLACKWOLF PS, LETHBRIDGE, AB, Canada",4,49.7399899,-112.8115609
"100 BLACKWOLF WY, LETHBRIDGE, AB, Canada",19,49.7360602,-112.8122391
"100 BLUEFOX BD, LETHBRIDGE, AB, Canada",8,49.7292599,-112.8201967
"100 BRAS D'OR RD, LETHBRIDGE, AB, Canada",2,49.6873759,-112.906448
"100 BRIDGE DR, LETHBRIDGE, AB, Canada",10,49.7052049,-112.8737431
"100 CABOT LD, LETHBRIDGE, AB, Canada",2,49.6871401,-112.9082636
"100 CANYON BD, LETHBRIDGE, AB, Canada",2,49.6510091,-112.841411
"100 CANYON CL, LETHBRIDGE, AB, Canada",3,49.650954,-112.836871
"100 CANYON ESTATES WY, LETHBRIDGE, AB, Canada",3,49.65411229999999,-112.8537528
"100 CANYON RIDGE BD, LETHBRIDGE, AB, Canada",2,49.65127529999999,-112.8579702
"100 CANYONCREST PT, LETHBRIDGE, AB, Canada",3,49.6550227,-112.8408995
"100 CAYUGA CR, LETHBRIDGE, AB, Canada",22,49.6834128,-112.8856559
"100 CHINOOK HT, LETHBRIDGE, AB, Canada",7,49.67002000000001,-112.81934
"100 CHIPPEWA CR, LETHBRIDGE, AB, Canada",6,49.6822135,-112.8812155
"100 COACHWOOD PT, LETHBRIDGE, AB, Canada",18,49.6894086,-112.8771971
"100 COALBANKS BD, LETHBRIDGE, AB, Canada",16,49.667417,-112.900744
"100 COLUMBIA BD, LETHBRIDGE, AB, Canada",161,49.6760615,-112.8738144
"100 COLUMBIA PL, LETHBRIDGE, AB, Canada",4,49.6672218,-112.8854372
"100 CORVETTE CR, LETHBRIDGE, AB, Canada",6,49.69207400000001,-112.7962203
"100 COUGAR RD, LETHBRIDGE, AB, Canada",3,49.7338462,-112.8198375
"100 COUGAR WY, LETHBRIDGE, AB, Canada",10,49.7341887,-112.8222427
"100 COULEECREEK LN, LETHBRIDGE, AB, Canada",11,49.6590466,-112.786835
"100 COULEESPRINGS WY, LETHBRIDGE, AB, Canada",12,49.65920759999999,-112.780766
"100 COUNTRY CLUB RD, LETHBRIDGE, AB, Canada",5,49.6783906,-112.8407948
"100 COWICHAN CT, LETHBRIDGE, AB, Canada",33,49.68303419999999,-112.9021731
"100 CROCUS TE, LETHBRIDGE, AB, Canada",17,49.6957219,-112.9110771
"100 DALHOUSIE CT, LETHBRIDGE, AB, Canada",1,49.6701965,-112.8704086
"100 DIEPPE BD, LETHBRIDGE, AB, Canada",6,49.6921044,-112.7996413
"100 DOROTHY GENTLEMAN CR, LETHBRIDGE, AB, Canada",5,49.737049,-112.8245678
"100 EAGLE RD, LETHBRIDGE, AB, Canada",6,49.7265247,-112.8070475
"100 EDGEWOOD BD, LETHBRIDGE, AB, Canada",5,49.6907663,-112.883155
"100 ELM CR, LETHBRIDGE, AB, Canada",5,49.6740131,-112.7810684
"100 ERMINEGLEN BY, LETHBRIDGE, AB, Canada",5,49.7315267,-112.8122799
"100 ERMINEGLEN RD, LETHBRIDGE, AB, Canada",6,49.7315267,-112.8122799
"100 FAIRMONT BD, LETHBRIDGE, AB, Canada",29,49.6662732,-112.7898339
"100 FAIRMONT GARDEN RD, LETHBRIDGE, AB, Canada",2,49.6619261,-112.7819492
"100 FAIRMONT PT, LETHBRIDGE, AB, Canada",3,49.66542829999999,-112.7825385
"100 FAIRMONT RD, LETHBRIDGE, AB, Canada",16,49.6608745,-112.7861875
"100 FIRELIGHT WY, LETHBRIDGE, AB, Canada",8,49.6679577,-112.8938557
"100 FLAMBOROUGH GD, LETHBRIDGE, AB, Canada",1,49.6779147,-112.7879432
"100 GATEWAY MW, LETHBRIDGE, AB, Canada",1,49.6638601,-112.7794831
"100 GOLDENROD RD, LETHBRIDGE, AB, Canada",9,49.69393789999999,-112.9109404
"100 GOLDENROD WY, LETHBRIDGE, AB, Canada",5,49.6940731,-112.9105651
"100 GRAND RIVER BD, LETHBRIDGE, AB, Canada",6,49.66028499999999,-112.8645853
"100 GREYWOLF RD, LETHBRIDGE, AB, Canada",8,49.7403232,-112.8071964
"100 HARU MORIYAMA PL, LETHBRIDGE, AB, Canada",9,49.7364533,-112.8316869
"100 HARU MORIYAMA RD, LETHBRIDGE, AB, Canada",1,49.7364533,-112.8316869
"100 HARVARD CR, LETHBRIDGE, AB, Canada",1,49.6741525,-112.8908893
"100 HERITAGE BD, LETHBRIDGE, AB, Canada",16,49.6934091,-112.8850273
"100 HERITAGE CI, LETHBRIDGE, AB, Canada",10,49.6934091,-112.8850273
"100 HERITAGE CL, LETHBRIDGE, AB, Canada",5,49.6919019,-112.8875087
"100 HERITAGE CR, LETHBRIDGE, AB, Canada",2,49.6946881,-112.888469
"100 HERITAGE CT, LETHBRIDGE, AB, Canada",6,49.6952491,-112.8920827
"100 HERITAGE LN, LETHBRIDGE, AB, Canada",1,49.6969934,-112.8857812
"100 HERITAGE PL, LETHBRIDGE, AB, Canada",5,49.69189009999999,-112.8789662
"100 HERITAGE PT, LETHBRIDGE, AB, Canada",1,49.6966218,-112.8753278
"100 HONEYSUCKLE RD, LETHBRIDGE, AB, Canada",13,49.7211236,-112.802527
"100 IROQUOIS CR, LETHBRIDGE, AB, Canada",81,49.6854216,-112.8896481
"100 JERRY POTTS BD, LETHBRIDGE, AB, Canada",77,49.6809555,-112.8883998
"100 JESSIE ROBINSON CL, LETHBRIDGE, AB, Canada",27,49.730156,-112.8321106
"100 KEYSTONE TE, LETHBRIDGE, AB, Canada",1,49.6678373,-112.9072265
"100 KINGS BY, LETHBRIDGE, AB, Canada",3,49.6956181,-112.8451067
"100 KODIAK BD, LETHBRIDGE, AB, Canada",10,49.7322978,-112.8096055
"100 KODIAK CR, LETHBRIDGE, AB, Canada",12,49.7278113,-112.804853
"100 LAFAYETTE BD, LETHBRIDGE, AB, Canada",34,49.6788927,-112.8769178
"100 LAKHOTA CR, LETHBRIDGE, AB, Canada",13,49.68492029999999,-112.8947691
"100 LASALLE TE, LETHBRIDGE, AB, Canada",11,49.688177,-112.910413
"100 LAVAL BD, LETHBRIDGE, AB, Canada",76,49.6652969,-112.8727234
"100 LAVAL CT, LETHBRIDGE, AB, Canada",3,49.664033,-112.8770034
"100 LAVAL RD, LETHBRIDGE, AB, Canada",8,49.66774419999999,-112.8714657
"100 LYNX CV, LETHBRIDGE, AB, Canada",34,49.7333647,-112.8072605
"100 LYNX PL, LETHBRIDGE, AB, Canada",4,49.7341819,-112.8087077
"100 LYNX RD, LETHBRIDGE, AB, Canada",2,49.735684,-112.8081712
"100 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",40,49.6991405,-112.8119204
"100 MCGILL BD, LETHBRIDGE, AB, Canada",15,49.6699371,-112.8716327
"100 MILDRED DOBBS BD, LETHBRIDGE, AB, Canada",12,49.729489,-112.8279856
"100 MOHAWK RD, LETHBRIDGE, AB, Canada",3,49.687448,-112.8869395
"100 MOONLIGHT BD, LETHBRIDGE, AB, Canada",1,49.6628119,-112.8994861
"100 MT ALDERSON CR, LETHBRIDGE, AB, Canada",21,49.66361000000001,-112.87301
"100 MT BLAKISTON BY, LETHBRIDGE, AB, Canada",12,49.6956181,-112.8451067
"100 MT BLAKISTON RD, LETHBRIDGE, AB, Canada",21,49.66090519999999,-112.8764069
"100 MT CRANDELL CR, LETHBRIDGE, AB, Canada",32,49.6598941,-112.8812949
"100 MT RUNDLE RD, LETHBRIDGE, AB, Canada",5,49.6561603,-112.8723469
"100 MT SUNDANCE CR, LETHBRIDGE, AB, Canada",15,49.6504193,-112.8733347
"100 MT SUNDIAL CT, LETHBRIDGE, AB, Canada",27,49.6507849,-112.8758349
"100 NORTHLANDER BN, LETHBRIDGE, AB, Canada",30,49.68714139999999,-112.9179933
"100 OJIBWA PL, LETHBRIDGE, AB, Canada",2,49.6787436,-112.8890963
"100 OJIBWA RD, LETHBRIDGE, AB, Canada",14,49.6786258,-112.8911841
"100 OXFORD RD, LETHBRIDGE, AB, Canada",10,49.66730159999999,-112.8899429
"100 PACIFIC LD, LETHBRIDGE, AB, Canada",6,49.700153,-112.8291236
"100 PARK MEADOWS BD, LETHBRIDGE, AB, Canada",15,49.7221567,-112.8042342
"100 PEIGAN CT, LETHBRIDGE, AB, Canada",8,49.6844989,-112.9025415
"100 PENSACOLA CT, LETHBRIDGE, AB, Canada",11,49.6774873,-112.8863873
"100 PRINCETON CR, LETHBRIDGE, AB, Canada",26,49.6736876,-112.8954085
"100 PURDUE CT, LETHBRIDGE, AB, Canada",23,49.6767213,-112.8889195
"100 RED CROW BD, LETHBRIDGE, AB, Canada",17,49.684568,-112.8871741
"100 RIVERBOTTOM RD, LETHBRIDGE, AB, Canada",2,49.6956181,-112.8451067
"100 RIVERBROOK CL, LETHBRIDGE, AB, Canada",6,49.6615428,-112.8669932
"100 RIVERFORD CL, LETHBRIDGE, AB, Canada",2,49.65715369999999,-112.8676779
"100 RIVERHURST CV, LETHBRIDGE, AB, Canada",4,49.6562312,-112.8615594
"100 RIVERINE LN, LETHBRIDGE, AB, Canada",2,49.6579065,-112.8583843
"100 RIVERLAND CL, LETHBRIDGE, AB, Canada",6,49.6594781,-112.8564547
"100 RIVERMILL LD, LETHBRIDGE, AB, Canada",4,49.6631248,-112.8611465
"100 RIVERMONT CR, LETHBRIDGE, AB, Canada",3,49.6599245,-112.8597574
"100 RIVERPARK BD, LETHBRIDGE, AB, Canada",5,49.65671469999999,-112.8633538
"100 RIVERSTONE BD, LETHBRIDGE, AB, Canada",6,49.6640495,-112.8647969
"100 RIVERWOOD MN, LETHBRIDGE, AB, Canada",3,49.6956181,-112.8451067
"100 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",13,49.6586003,-112.8733541
"100 RYERSON RD, LETHBRIDGE, AB, Canada",39,49.66137790000001,-112.8824669
"100 SCENIC DR, LETHBRIDGE, AB, Canada",28,49.7005604,-112.8481682
"100 SHERWOOD BD, LETHBRIDGE, AB, Canada",1,49.6872984,-112.8827218
"100 SHERWOOD PL, LETHBRIDGE, AB, Canada",1,49.6896211,-112.8850119
"100 SILKSTONE RD, LETHBRIDGE, AB, Canada",13,49.6718091,-112.8968919
"100 SIMON FRASER BD, LETHBRIDGE, AB, Canada",36,49.6639715,-112.8869619
"100 SIXMILE BN, LETHBRIDGE, AB, Canada",7,49.6549498,-112.7790673
"100 SIXMILE BY, LETHBRIDGE, AB, Canada",4,49.6956181,-112.8451067
"100 SIXMILE CM, LETHBRIDGE, AB, Canada",8,49.6549498,-112.7790673
"100 SIXMILE RG, LETHBRIDGE, AB, Canada",10,49.6549498,-112.7790673
"100 SOUTHGATE BD, LETHBRIDGE, AB, Canada",14,49.6600701,-112.78979
"100 SQUAMISH CT, LETHBRIDGE, AB, Canada",3,49.69023199999999,-112.8994876
"100 ST JAMES BD, LETHBRIDGE, AB, Canada",40,49.7254605,-112.8300015
"100 STAFFORD BD, LETHBRIDGE, AB, Canada",6,49.7208801,-112.8364176
"100 STAFFORD BY, LETHBRIDGE, AB, Canada",4,49.6956181,-112.8451067
"100 STAFFORD DR, LETHBRIDGE, AB, Canada",109,49.6975954,-112.8342054
"100 STAFFORD RD, LETHBRIDGE, AB, Canada",2,49.7230304,-112.8331257
"100 STONECREST PT, LETHBRIDGE, AB, Canada",1,49.6647462,-112.8551439
"100 STONEY CR, LETHBRIDGE, AB, Canada",6,49.6901915,-112.8938899
"100 SUNRIDGE RD, LETHBRIDGE, AB, Canada",64,49.6523022,-112.8691036
"100 TARTAN CI, LETHBRIDGE, AB, Canada",14,49.6940909,-112.9029588
"100 TEMPLE BD, LETHBRIDGE, AB, Canada",14,49.6698398,-112.8901895
"100 TEMPLE CR, LETHBRIDGE, AB, Canada",4,49.6713481,-112.8882391
"100 TUDOR CR, LETHBRIDGE, AB, Canada",1,49.6675023,-112.8122686
"100 UNIVERSITY DR, LETHBRIDGE, AB, Canada",4,49.680217,-112.8753299
"100 UPLANDS BD, LETHBRIDGE, AB, Canada",21,49.7311183,-112.8182524
"100 W T HILL BD, LETHBRIDGE, AB, Canada",3,49.698109,-112.7878018
"100 WHOOP UP DR, LETHBRIDGE, AB, Canada",4,49.6870304,-112.8656061
"100 WT HILL BD, LETHBRIDGE, AB, Canada",16,49.698109,-112.7878018
"1000 1 AV, LETHBRIDGE, AB, Canada",10,49.6982079,-112.8324813
"1000 10 AV, LETHBRIDGE, AB, Canada",1,49.71363179999999,-112.832156
"1000 10 ST, LETHBRIDGE, AB, Canada",3,49.6833341,-112.8314427
"1000 11 AV, LETHBRIDGE, AB, Canada",3,49.6820999,-112.8309866
"1000 11 ST, LETHBRIDGE, AB, Canada",21,49.68338550000001,-112.8300683
"1000 12 ST, LETHBRIDGE, AB, Canada",79,49.6836292,-112.82823
"1000 12A ST, LETHBRIDGE, AB, Canada",16,49.6836257,-112.826854
"1000 12B ST, LETHBRIDGE, AB, Canada",12,49.6836171,-112.8254673
"1000 12C ST, LETHBRIDGE, AB, Canada",3,49.6836257,-112.826854
"1000 13 ST, LETHBRIDGE, AB, Canada",25,49.6837576,-112.8240323
"1000 14 ST, LETHBRIDGE, AB, Canada",15,49.7137361,-112.8226779
"1000 15 ST, LETHBRIDGE, AB, Canada",6,49.7139976,-112.8216333
"1000 16 ST, LETHBRIDGE, AB, Canada",9,49.7140073,-112.820223
"1000 17 ST, LETHBRIDGE, AB, Canada",14,49.7138988,-112.8187289
"1000 17A ST, LETHBRIDGE, AB, Canada",3,49.6832103,-112.8174071
"1000 18 ST, LETHBRIDGE, AB, Canada",4,49.7138056,-112.8172865
"1000 18A ST, LETHBRIDGE, AB, Canada",3,49.71376309999999,-112.8155759
"1000 19 ST, LETHBRIDGE, AB, Canada",73,49.71397450000001,-112.8145269
"1000 2 AV, LETHBRIDGE, AB, Canada",28,49.7007354,-112.8230586
"1000 20 ST, LETHBRIDGE, AB, Canada",16,49.6835923,-112.8128864
"1000 23 ST, LETHBRIDGE, AB, Canada",2,49.68263169999999,-112.8089337
"1000 24 ST, LETHBRIDGE, AB, Canada",65,49.71389629999999,-112.807302
"1000 25 ST, LETHBRIDGE, AB, Canada",35,49.7142596,-112.8060181
"1000 27 ST, LETHBRIDGE, AB, Canada",5,49.68336559999999,-112.803193
"1000 27A ST, LETHBRIDGE, AB, Canada",87,49.7140195,-112.8024717
"1000 28 ST, LETHBRIDGE, AB, Canada",1,49.7148412,-112.8014328
"1000 29A ST, LETHBRIDGE, AB, Canada",4,49.6830773,-112.7980027
"1000 2A AV, LETHBRIDGE, AB, Canada",5,49.7017274,-112.831368
"1000 2A, LETHBRIDGE, AB, Canada",1,49.6956181,-112.8451067
"1000 3 AV, LETHBRIDGE, AB, Canada",63,49.7029834,-112.8331855
"1000 30 ST, LETHBRIDGE, AB, Canada",2,49.68301880000001,-112.7965191
"1000 31A ST, LETHBRIDGE, AB, Canada",6,49.6822801,-112.7954598
"1000 36 ST, LETHBRIDGE, AB, Canada",13,49.71544799999999,-112.7897917
"1000 4 AV, LETHBRIDGE, AB, Canada",45,49.6940907,-112.8318737
"1000 40 AV, LETHBRIDGE, AB, Canada",4,49.7374354,-112.8276711
"1000 41 AV, LETHBRIDGE, AB, Canada",3,49.7385032,-112.82973
"1000 41 ST, LETHBRIDGE, AB, Canada",6,49.7144346,-112.7819298
"1000 43 ST, LETHBRIDGE, AB, Canada",13,49.6841814,-112.779581
"1000 44 AV, LETHBRIDGE, AB, Canada",10,49.7415516,-112.8295118
"1000 5 AV, LETHBRIDGE, AB, Canada",2,49.7057211,-112.8320387
"1000 6 ST, LETHBRIDGE, AB, Canada",14,49.7142229,-112.8383533
"1000 7 AV, LETHBRIDGE, AB, Canada",18,49.6890235,-112.8313853
"1000 7 ST, LETHBRIDGE, AB, Canada",9,49.7140569,-112.8370991
"1000 8 AV, LETHBRIDGE, AB, Canada",3,49.6880204,-112.8307596
"1000 8 ST, LETHBRIDGE, AB, Canada",45,49.6836348,-112.833749
"1000 9 AV, LETHBRIDGE, AB, Canada",283,49.6862901,-112.8304444
"1000 9 ST, LETHBRIDGE, AB, Canada",8,49.7139849,-112.8342384
"1000 ALICE BIRCH PT, LETHBRIDGE, AB, Canada",15,49.73130829999999,-112.8369765
"1000 CALEDONIA PL, LETHBRIDGE, AB, Canada",3,49.6772101,-112.9129033
"1000 CAMERON RD, LETHBRIDGE, AB, Canada",2,49.68254959999999,-112.7816669
"1000 CANYON BD, LETHBRIDGE, AB, Canada",1,49.6547795,-112.8466605
"1000 ELLIOT RD, LETHBRIDGE, AB, Canada",5,49.6824676,-112.7830007
"1000 FERN CR, LETHBRIDGE, AB, Canada",4,49.6830629,-112.8004919
"1000 GLACIER DR, LETHBRIDGE, AB, Canada",2,49.6822213,-112.7862089
"1000 GREAT LAKES RD, LETHBRIDGE, AB, Canada",2,49.6833227,-112.7845147
"1000 HENDERSON LAKE BD, LETHBRIDGE, AB, Canada",6,49.6830466,-112.7927245
"1000 KEYSTONE GV, LETHBRIDGE, AB, Canada",4,49.6686861,-112.9094086
"1000 LAKEMOUNT BD, LETHBRIDGE, AB, Canada",4,49.67987,-112.77966
"1000 LAKEVIEW DR, LETHBRIDGE, AB, Canada",11,49.6830068,-112.7866735
"1000 LAKEWAY BD, LETHBRIDGE, AB, Canada",2,49.6829615,-112.788067
"1000 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",407,49.68356110000001,-112.8057741
"1000 MT SUNDANCE MN, LETHBRIDGE, AB, Canada",3,49.6956181,-112.8451067
"1000 ST DAVID RD, LETHBRIDGE, AB, Canada",3,49.7212064,-112.831979
"1000 STAFFORD DR, LETHBRIDGE, AB, Canada",7,49.71387319999999,-112.8325081
"1000 VENTURA CR, LETHBRIDGE, AB, Canada",7,49.7143558,-112.8399754
"1100 1 AV, LETHBRIDGE, AB, Canada",8,49.6980625,-112.8303487
"1100 10 AV, LETHBRIDGE, AB, Canada",12,49.7136016,-112.8308058
"1100 11 AV, LETHBRIDGE, AB, Canada",6,49.6818775,-112.8305523
"1100 11 ST, LETHBRIDGE, AB, Canada",8,49.6818833,-112.8300527
