address,lat,lng,incidentCount
"1 SOUTHGATE BD, LETHBRIDGE, AB, Canada",49.65994750000001,-112.7930072,29
"1900 15 AV, LETHBRIDGE, AB, Canada",49.6770971,-112.8141248,29
"100 FAIRMONT BD, LETHBRIDGE, AB, Canada",49.6662732,-112.7898339,29
"1900 4 AV, LETHBRIDGE, AB, Canada",49.7036272,-112.8147362,29
"900 8 AV, LETHBRIDGE, AB, Canada",49.687693,-112.8329042,29
"1000 2 AV, LETHBRIDGE, AB, Canada",49.7007354,-112.8230586,28
"100 8 ST, LETHBRIDGE, AB, Canada",49.697835,-112.8360765,28
"100 SCENIC DR, LETHBRIDGE, AB, Canada",49.7005604,-112.8481682,28
"1200 8 AV, LETHBRIDGE, AB, Canada",49.68814279999999,-112.8282487,28
"100 19 ST, LETHBRIDGE, AB, Canada",49.6992266,-112.8148838,28
"1 ST & 3 AV, LETHBRIDGE, AB, Canada",49.6960906,-112.8182752,28
"500 CABOT LD, LETHBRIDGE, AB, Canada",49.6892418,-112.9059865,28
"600 9 ST, LETHBRIDGE, AB, Canada",49.69081380000001,-112.8337127,28
"400 LAVAL BD, LETHBRIDGE, AB, Canada",49.6737751,-112.8764766,28
"700 6 ST, LETHBRIDGE, AB, Canada",49.6886075,-112.8380066,28
"200 ST JAMES BD, LETHBRIDGE, AB, Canada",49.7256881,-112.8299701,28
"1600 ST DAVID RD, LETHBRIDGE, AB, Canada",49.719682,-112.8282659,28
"3300 SPRUCE DR, LETHBRIDGE, AB, Canada",49.6736269,-112.7923405,28
"1 CAYUGA CR, LETHBRIDGE, AB, Canada",49.6812558,-112.8860558,27
"2500 HIGHLANDS RD, LETHBRIDGE, AB, Canada",49.6931816,-112.8946399,27
"100 MT SUNDIAL CT, LETHBRIDGE, AB, Canada",49.6507849,-112.8758349,27
"600 FLORENCE HO LEONG CR, LETHBRIDGE, AB, Canada",49.7333758,-112.8291696,27
"200 INDIAN BATTLE RD, LETHBRIDGE, AB, Canada",49.691644,-112.8568093,27
"100 JESSIE ROBINSON CL, LETHBRIDGE, AB, Canada",49.730156,-112.8321106,27
"300 MT CRANDELL CR, LETHBRIDGE, AB, Canada",49.6559585,-112.8788115,27
"1500 3 AV, LETHBRIDGE, AB, Canada",49.7028899,-112.821058,27
"400 16 ST, LETHBRIDGE, AB, Canada",49.70504889999999,-112.820169,27
"100 ABERDEEN RD, LETHBRIDGE, AB, Canada",49.6973961,-112.9033635,27
"800 8 AV, LETHBRIDGE, AB, Canada",49.7109238,-112.8353613,27
"1 ST & 4 AV, LETHBRIDGE, AB, Canada",49.694971,-112.8118395,27
"1 RED CROW BD, LETHBRIDGE, AB, Canada",49.6808795,-112.888116,27
"100 PRINCETON CR, LETHBRIDGE, AB, Canada",49.6736876,-112.8954085,26
"1 AV & 7 ST, LETHBRIDGE, AB, Canada",49.6980778,-112.8372502,26
"1 AV & 8 ST, LETHBRIDGE, AB, Canada",49.69799949999999,-112.8357851,26
"2900 32 ST, LETHBRIDGE, AB, Canada",49.6640574,-112.7977333,26
"2900 26 AV, LETHBRIDGE, AB, Canada",49.6673364,-112.7989329,26
"1 ALGONQUIN RD, LETHBRIDGE, AB, Canada",49.67961649999999,-112.8857934,26
"2800 5 AV, LETHBRIDGE, AB, Canada",49.7052544,-112.8012512,26
"600 4 ST, LETHBRIDGE, AB, Canada",49.6905663,-112.8413085,26
"2700 28 ST, LETHBRIDGE, AB, Canada",49.6663508,-112.801784,26
"1100 23 ST, LETHBRIDGE, AB, Canada",49.7150487,-112.808699,26
"1400 3 AV, LETHBRIDGE, AB, Canada",49.7031122,-112.8226027,26
"900 18 ST, LETHBRIDGE, AB, Canada",49.7133137,-112.8172634,26
"800 COLUMBIA BD, LETHBRIDGE, AB, Canada",49.6673723,-112.8869641,26
"1 FAIRMONT BD, LETHBRIDGE, AB, Canada",49.6665049,-112.7935001,26
"1100 40 AV, LETHBRIDGE, AB, Canada",49.7374644,-112.8276719,26
"1400 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6782815,-112.8031699,26
"1 SHERIDAN RD, LETHBRIDGE, AB, Canada",49.6659186,-112.8817924,26
"1 ST & 9 AV, LETHBRIDGE, AB, Canada",49.6859731,-112.840845,26
"1 LAVAL CT, LETHBRIDGE, AB, Canada",49.6660221,-112.8760038,26
"1800 2 AV, LETHBRIDGE, AB, Canada",49.70033189999999,-112.8168097,25
"400 12C ST, LETHBRIDGE, AB, Canada",49.7045132,-112.8258257,25
"1 HAWTHORNE PL, LETHBRIDGE, AB, Canada",49.7225214,-112.8055574,25
"400 19 ST, LETHBRIDGE, AB, Canada",49.70386329999999,-112.8148538,25
"400 2 AV, LETHBRIDGE, AB, Canada",49.7007351,-112.8230779,25
"500 HIGHLANDS BD, LETHBRIDGE, AB, Canada",49.6931752,-112.8965005,25
"1000 13 ST, LETHBRIDGE, AB, Canada",49.6837576,-112.8240323,25
"1200 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6794953,-112.8040769,25
"4500 28 AV, LETHBRIDGE, AB, Canada",49.6658567,-112.7755367,25
"1900 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.67391929999999,-112.800761,25
"800 7 ST, LETHBRIDGE, AB, Canada",49.6876132,-112.8366093,25
"4100 4 AV, LETHBRIDGE, AB, Canada",49.6951839,-112.7817231,24
"500 DEVONIA RD, LETHBRIDGE, AB, Canada",49.67973629999999,-112.9083466,24
"200 BLACKFOOT RD, LETHBRIDGE, AB, Canada",49.6774321,-112.8969413,24
"200 LAFAYETTE BD, LETHBRIDGE, AB, Canada",49.6765099,-112.8816561,24
"1 NORTHLANDER WY, LETHBRIDGE, AB, Canada",49.686127,-112.9175189,24
"200 16 ST, LETHBRIDGE, AB, Canada",49.7008364,-112.8201859,24
"1 1 AV, LETHBRIDGE, AB, Canada",49.6974745,-112.8508875,24
"2000 13 AV, LETHBRIDGE, AB, Canada",49.7160364,-112.8125805,24
"700 15 ST, LETHBRIDGE, AB, Canada",49.6891037,-112.8209834,24
"600 7 ST, LETHBRIDGE, AB, Canada",49.69076219999999,-112.8366454,24
"700 SILKSTONE CL, LETHBRIDGE, AB, Canada",49.67153709999999,-112.8993401,24
"1100 HENDERSON LAKE BD, LETHBRIDGE, AB, Canada",49.681326,-112.7944384,24
"800 RED CROW BD, LETHBRIDGE, AB, Canada",49.6799932,-112.8956134,24
"700 10 ST, LETHBRIDGE, AB, Canada",49.6888678,-112.8314788,24
"1100 24 ST, LETHBRIDGE, AB, Canada",49.7151956,-112.807314,24
"3400 23 AV, LETHBRIDGE, AB, Canada",49.6697259,-112.7922319,24
"1500 5 AV, LETHBRIDGE, AB, Canada",49.69324,-112.8202502,24
"1700 8A AV, LETHBRIDGE, AB, Canada",49.68715630000001,-112.8250501,24
"300 LAVAL BD, LETHBRIDGE, AB, Canada",49.6693624,-112.8729387,23
"1500 15 AV, LETHBRIDGE, AB, Canada",49.6770945,-112.8209253,23
"800 HERITAGE BD, LETHBRIDGE, AB, Canada",49.6972126,-112.8913714,23
"100 20 ST, LETHBRIDGE, AB, Canada",49.7118438,-112.8126809,23
"900 20 ST, LETHBRIDGE, AB, Canada",49.6861767,-112.8129333,23
"400 SKEENA CR, LETHBRIDGE, AB, Canada",49.6893354,-112.9071043,23
"1900 6A AV, LETHBRIDGE, AB, Canada",49.7080926,-112.8141512,23
"700 19 ST, LETHBRIDGE, AB, Canada",49.689182,-112.814626,23
"2100 12 AV, LETHBRIDGE, AB, Canada",49.6797726,-112.8114623,23
"1 ABERDEEN RD, LETHBRIDGE, AB, Canada",49.6957726,-112.9001982,23
"100 PURDUE CT, LETHBRIDGE, AB, Canada",49.6767213,-112.8889195,23
"2800 12 AV, LETHBRIDGE, AB, Canada",49.6800033,-112.8016262,23
"1 TEMPLE BD, LETHBRIDGE, AB, Canada",49.6709735,-112.8850055,22
"100 CAYUGA CR, LETHBRIDGE, AB, Canada",49.6834128,-112.8856559,22
"300 27 ST, LETHBRIDGE, AB, Canada",49.69613289999999,-112.8033998,22
"200 MILDRED DOBBS BD, LETHBRIDGE, AB, Canada",49.7324743,-112.8311391,22
"300 16 ST, LETHBRIDGE, AB, Canada",49.6961681,-112.8198823,22
"2000 3 AV, LETHBRIDGE, AB, Canada",49.6964244,-112.8129633,22
"2400 15 AV, LETHBRIDGE, AB, Canada",49.6770647,-112.8069276,22
"2800 13 AV, LETHBRIDGE, AB, Canada",49.67900179999999,-112.8008479,22
"2400 7 AV, LETHBRIDGE, AB, Canada",49.7089813,-112.807037,22
"1 COLUMBIA PL, LETHBRIDGE, AB, Canada",49.66621929999999,-112.8856564,22
"800 13 ST, LETHBRIDGE, AB, Canada",49.68795540000001,-112.8240264,22
"1900 3 AV, LETHBRIDGE, AB, Canada",49.696118,-112.814327,22
"100 14 ST, LETHBRIDGE, AB, Canada",49.6992982,-112.8229941,22
"500 3 AV, LETHBRIDGE, AB, Canada",49.6955664,-112.8398707,22
"1100 12A ST, LETHBRIDGE, AB, Canada",49.6816191,-112.82733,22
"1 3 ST, LETHBRIDGE, AB, Canada",49.7035266,-112.7521903,22
"1500 13 ST, LETHBRIDGE, AB, Canada",49.6772822,-112.8245731,22
"500 12C ST, LETHBRIDGE, AB, Canada",49.705822,-112.8256178,22
"1400 7 AV, LETHBRIDGE, AB, Canada",49.689531,-112.8224096,22
"1 ACADIA RD, LETHBRIDGE, AB, Canada",49.6721184,-112.8684056,22
"1200 43 AV, LETHBRIDGE, AB, Canada",49.7404521,-112.8261693,22
"1400 43 ST, LETHBRIDGE, AB, Canada",49.6830705,-112.7805283,22
"500 8 AV, LETHBRIDGE, AB, Canada",49.6870743,-112.8391146,22
"1100 41 AV, LETHBRIDGE, AB, Canada",49.7385271,-112.8285478,21
"2200 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6715278,-112.7997713,21
"700 MT SUNDANCE LN, LETHBRIDGE, AB, Canada",49.6516144,-112.8753539,21
"600 HERITAGE BD, LETHBRIDGE, AB, Canada",49.6963793,-112.8860933,21
"1000 11 ST, LETHBRIDGE, AB, Canada",49.68338550000001,-112.8300683,21
"1 KINGS CR, LETHBRIDGE, AB, Canada",49.6657164,-112.8153492,21
"700 14 ST, LETHBRIDGE, AB, Canada",49.6891174,-112.8224185,21
"1400 5 AV, LETHBRIDGE, AB, Canada",49.6932589,-112.8222369,21
"100 MT ALDERSON CR, LETHBRIDGE, AB, Canada",49.66361000000001,-112.87301,21
"100 UPLANDS BD, LETHBRIDGE, AB, Canada",49.7311183,-112.8182524,21
"100 MT BLAKISTON RD, LETHBRIDGE, AB, Canada",49.66090519999999,-112.8764069,21
"800 12B ST, LETHBRIDGE, AB, Canada",49.7111199,-112.8272922,21
"200 8 ST, LETHBRIDGE, AB, Canada",49.6968881,-112.8362756,21
"1700 2B AV, LETHBRIDGE, AB, Canada",49.7019562,-112.8182881,21
"600 TWINRIVER CR, LETHBRIDGE, AB, Canada",49.6666208,-112.8984995,21
"2600 GARRY DR, LETHBRIDGE, AB, Canada",49.6911639,-112.8978879,21
"2500 SCENIC DR, LETHBRIDGE, AB, Canada",49.6679435,-112.806251,21
"2000 12 AV, LETHBRIDGE, AB, Canada",49.6797407,-112.8126454,21
"1 AQUITANIA CI, LETHBRIDGE, AB, Canada",49.67377219999999,-112.9028404,21
"1 MT ALDERSON CR, LETHBRIDGE, AB, Canada",49.6618202,-112.8750686,21
"300 23 ST, LETHBRIDGE, AB, Canada",49.6962766,-112.8086105,21
"2700 12 AV, LETHBRIDGE, AB, Canada",49.6799787,-112.8030117,21
"1 MOUNT ROYAL PL, LETHBRIDGE, AB, Canada",49.6637026,-112.8805525,20
"400 LETTICE PERRY RD, LETHBRIDGE, AB, Canada",49.7350244,-112.8265501,20
"200 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",49.65750389999999,-112.8767901,20
"200 MT SUNDIAL CT, LETHBRIDGE, AB, Canada",49.6488636,-112.8751563,20
"200 MT SUNBURST WY, LETHBRIDGE, AB, Canada",49.6545069,-112.8706868,20
"1 CARLETON RD, LETHBRIDGE, AB, Canada",49.67176809999999,-112.8703076,20
"1100 ST DAVID RD, LETHBRIDGE, AB, Canada",49.7210549,-112.8310197,20
"1 SALISH PL, LETHBRIDGE, AB, Canada",49.68737290000001,-112.8972781,20
"1100 7 ST, LETHBRIDGE, AB, Canada",49.7149146,-112.8370986,20
"300 14 ST, LETHBRIDGE, AB, Canada",49.6958484,-112.822951,20
"200 12 ST, LETHBRIDGE, AB, Canada",49.6971443,-112.8292055,20
"1500 13 AV, LETHBRIDGE, AB, Canada",49.7164335,-112.8206524,20
"1200 8A AV, LETHBRIDGE, AB, Canada",49.6871091,-112.8262238,19
"1400 16 AV, LETHBRIDGE, AB, Canada",49.7192233,-112.8224296,19
"100 7 AV, LETHBRIDGE, AB, Canada",49.6888699,-112.8450286,19
"1200 9 ST, LETHBRIDGE, AB, Canada",49.7159525,-112.8342368,19
"1700 6A AV, LETHBRIDGE, AB, Canada",49.7081224,-112.8179259,19
"700 18 ST, LETHBRIDGE, AB, Canada",49.7092302,-112.8169352,19
"1 AV & 13 ST, LETHBRIDGE, AB, Canada",49.6991393,-112.8241186,19
"900 10 ST, LETHBRIDGE, AB, Canada",49.6857768,-112.8314285,19
"400 AQUITANIA BD, LETHBRIDGE, AB, Canada",49.6866406,-112.9077294,19
"3300 23 AV, LETHBRIDGE, AB, Canada",49.6697509,-112.7929024,19
"3200 FAIRWAY PLAZA RD, LETHBRIDGE, AB, Canada",49.668185,-112.7946413,19
"700 8 AV, LETHBRIDGE, AB, Canada",49.6875916,-112.8356149,19
"200 BLUEFOX BD, LETHBRIDGE, AB, Canada",49.7290755,-112.8148005,19
"800 21 ST, LETHBRIDGE, AB, Canada",49.688084,-112.8118725,19
"300 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",49.6533885,-112.8784145,19
"4000 4 AV, LETHBRIDGE, AB, Canada",49.7044319,-112.8058519,19
"100 BLACKWOLF WY, LETHBRIDGE, AB, Canada",49.7360602,-112.8122391,19
"300 2 AV, LETHBRIDGE, AB, Canada",49.69646909999999,-112.8432416,19
"900 9 AV, LETHBRIDGE, AB, Canada",49.68603,-112.8326315,19
"1 HONEYSUCKLE RD, LETHBRIDGE, AB, Canada",49.7209825,-112.807466,19
"2400 13 AV, LETHBRIDGE, AB, Canada",49.6791136,-112.8072081,19
"700 STAFFORD DR, LETHBRIDGE, AB, Canada",49.705223,-112.8339249,19
"1100 13 ST, LETHBRIDGE, AB, Canada",49.6820499,-112.8240833,19
"4500 FAIRMONT GT, LETHBRIDGE, AB, Canada",49.6643833,-112.7757479,19
"1 HARVARD CR, LETHBRIDGE, AB, Canada",49.6745592,-112.8883991,19
"1 BLACKFOOT RD, LETHBRIDGE, AB, Canada",49.6792795,-112.8980019,19
"500 10 ST, LETHBRIDGE, AB, Canada",49.7059164,-112.8332402,19
"2800 PARKSIDE DR, LETHBRIDGE, AB, Canada",49.683407,-112.8011511,18
"1 COLUMBIA BD, LETHBRIDGE, AB, Canada",49.6773239,-112.8717781,18
"800 23 ST, LETHBRIDGE, AB, Canada",49.7103801,-112.8088402,18
"1100 43 AV, LETHBRIDGE, AB, Canada",49.7404407,-112.8283657,18
"900 7A ST, LETHBRIDGE, AB, Canada",49.6858003,-112.8351445,18
"1 SHERWOOD BD, LETHBRIDGE, AB, Canada",49.69030979999999,-112.8850301,18
"1 ST & 2 AV, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,18
"1 HERITAGE BD, LETHBRIDGE, AB, Canada",49.69351289999999,-112.8884476,18
"1100 20 ST, LETHBRIDGE, AB, Canada",49.6816488,-112.8133728,18
"1 RIVERMILL LD, LETHBRIDGE, AB, Canada",49.6616407,-112.8621271,18
"2400 9 AV, LETHBRIDGE, AB, Canada",49.7125077,-112.807096,18
"1800 6 AV, LETHBRIDGE, AB, Canada",49.6913578,-112.8159427,18
"2400 PARKSIDE DR, LETHBRIDGE, AB, Canada",49.6893284,-112.8067302,18
"1800 15 AV, LETHBRIDGE, AB, Canada",49.6773379,-112.8157148,18
"400 1 AV, LETHBRIDGE, AB, Canada",49.6978421,-112.8424087,18
"700 20 ST, LETHBRIDGE, AB, Canada",49.6891741,-112.8133093,18
"2500 7 AV, LETHBRIDGE, AB, Canada",49.7091912,-112.8046371,18
"1700 7 AV, LETHBRIDGE, AB, Canada",49.6892323,-112.8175068,18
"800 6 ST, LETHBRIDGE, AB, Canada",49.6873436,-112.8378468,18
"400 BLACKFOOT MN, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,18
"800 19 ST, LETHBRIDGE, AB, Canada",49.68808840000001,-112.8150642,18
"1000 7 AV, LETHBRIDGE, AB, Canada",49.6890235,-112.8313853,18
"1 PRINCETON CR, LETHBRIDGE, AB, Canada",49.6743187,-112.8917892,18
"100 COACHWOOD PT, LETHBRIDGE, AB, Canada",49.6894086,-112.8771971,18
"800 STAFFORD DR, LETHBRIDGE, AB, Canada",49.7052208,-112.8339607,18
"200 MT ALDERSON CR, LETHBRIDGE, AB, Canada",49.6613908,-112.8708944,18
"200 SOUTHGATE BD, LETHBRIDGE, AB, Canada",49.6601013,-112.7834486,18
"1600 23 ST, LETHBRIDGE, AB, Canada",49.71931,-112.81074,18
"200 4 ST, LETHBRIDGE, AB, Canada",49.696453,-112.8419578,18
"2100 10A AV, LETHBRIDGE, AB, Canada",49.6826365,-112.8110981,18
"2100 23 ST, LETHBRIDGE, AB, Canada",49.72376879999999,-112.8108188,18
"200 COUGAR WY, LETHBRIDGE, AB, Canada",49.7343482,-112.8192553,18
"600 12B ST, LETHBRIDGE, AB, Canada",49.7080369,-112.827307,18
"2200 8 AV, LETHBRIDGE, AB, Canada",49.6880237,-112.8097728,18
"300 7 AV, LETHBRIDGE, AB, Canada",49.6888032,-112.8428283,18
"1400 31 ST, LETHBRIDGE, AB, Canada",49.7179819,-112.7951562,18
"1400 33 ST, LETHBRIDGE, AB, Canada",49.7178575,-112.7923856,18
"200 RIVERPARK BD, LETHBRIDGE, AB, Canada",49.6583987,-112.8602258,18
"700 BLACKFOOT TE, LETHBRIDGE, AB, Canada",49.67530499999999,-112.8977271,17
"500 26 ST, LETHBRIDGE, AB, Canada",49.6931241,-112.8049197,17
"700 FLORENCE HO LEONG CR, LETHBRIDGE, AB, Canada",49.7344751,-112.8277838,17
"1600 13 ST, LETHBRIDGE, AB, Canada",49.718884,-112.8244709,17
"500 14 ST, LETHBRIDGE, AB, Canada",49.69347990000001,-112.8225506,17
"1500 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6770775,-112.8024305,17
"400 39 ST, LETHBRIDGE, AB, Canada",49.704004,-112.7853504,17
"500 19 ST, LETHBRIDGE, AB, Canada",49.705786,-112.8148109,17
"100 16 ST, LETHBRIDGE, AB, Canada",49.699312,-112.8197619,17
"1300 9 AV, LETHBRIDGE, AB, Canada",49.68655649999999,-112.8242048,17
"2600 WESTSIDE DR, LETHBRIDGE, AB, Canada",49.7039097,-112.9010868,17
"200 RYERSON RD, LETHBRIDGE, AB, Canada",49.6629602,-112.8859653,17
"200 31 ST, LETHBRIDGE, AB, Canada",49.7009633,-112.796443,17
"2000 18 AV, LETHBRIDGE, AB, Canada",49.7203459,-112.8132299,17
"200 STAFFORD BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,17
"1600 ST GEORGE RD, LETHBRIDGE, AB, Canada",49.7199707,-112.8320003,17
"600 18 ST, LETHBRIDGE, AB, Canada",49.70797280000001,-112.8172301,17
"300 20 ST, LETHBRIDGE, AB, Canada",49.7022865,-112.8134295,17
"200 KEYSTONE LN, LETHBRIDGE, AB, Canada",49.6689127,-112.9039742,17
"1 BEAVERBROOK RD, LETHBRIDGE, AB, Canada",49.7290924,-112.8210866,17
"200 CHILCOTIN RD, LETHBRIDGE, AB, Canada",49.6813827,-112.8983816,17
"2300 4 AV, LETHBRIDGE, AB, Canada",49.694745,-112.8079441,17
"1 MT RUNDLE WY, LETHBRIDGE, AB, Canada",49.6576456,-112.8725865,17
"1 BOTTERIL BOTTOM RD, LETHBRIDGE, AB, Canada",49.68583959999999,-112.8534161,17
"1 ST JAMES BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,17
"700 12C ST, LETHBRIDGE, AB, Canada",49.7093689,-112.8258963,17
"1700 13 AV, LETHBRIDGE, AB, Canada",49.7161885,-112.8183418,17
"600 27 ST, LETHBRIDGE, AB, Canada",49.7076035,-112.8037943,17
"100 CROCUS TE, LETHBRIDGE, AB, Canada",49.6957219,-112.9110771,17
"1800 7 AV, LETHBRIDGE, AB, Canada",49.6892176,-112.8159523,17
"100 RED CROW BD, LETHBRIDGE, AB, Canada",49.684568,-112.8871741,17
"1100 7 AV, LETHBRIDGE, AB, Canada",49.689328,-112.8299451,16
"500 24 ST, LETHBRIDGE, AB, Canada",49.6932724,-112.8079231,16
"1100 29 ST, LETHBRIDGE, AB, Canada",49.6815633,-112.7992868,16
"2500 13 ST, LETHBRIDGE, AB, Canada",49.7264872,-112.8244413,16
"1 AV & SCENIC DR, LETHBRIDGE, AB, Canada",49.6975645,-112.8453697,16
"600 8 AV, LETHBRIDGE, AB, Canada",49.6873144,-112.8382529,16
"1100 LAKEVIEW DR, LETHBRIDGE, AB, Canada",49.6794491,-112.7913839,16
"600 AQUITANIA BD, LETHBRIDGE, AB, Canada",49.68519,-112.9163076,16
"2900 31 ST, LETHBRIDGE, AB, Canada",49.66456059999999,-112.7986868,16
"2400 14 AV, LETHBRIDGE, AB, Canada",49.7179024,-112.8078554,16
"1600 9 AV, LETHBRIDGE, AB, Canada",49.6863254,-112.8187281,16
"1 LYNX RD, LETHBRIDGE, AB, Canada",49.7339468,-112.8076648,16
"2000 10 AV, LETHBRIDGE, AB, Canada",49.6835476,-112.8125748,16
"800 9 AV, LETHBRIDGE, AB, Canada",49.6861533,-112.8332977,16
"200 RIVERSTONE BD, LETHBRIDGE, AB, Canada",49.6642934,-112.8597652,16
"1400 12 AV, LETHBRIDGE, AB, Canada",49.680042,-112.8226371,16
"200 FIRELIGHT WY, LETHBRIDGE, AB, Canada",49.6668051,-112.8927321,16
"200 ALGONQUIN RD, LETHBRIDGE, AB, Canada",49.6847767,-112.8857458,16
"300 THYRZA BURKITT LK, LETHBRIDGE, AB, Canada",49.7323034,-112.8281823,16
"3200 5 AV, LETHBRIDGE, AB, Canada",49.7054919,-112.7923376,16
"400 MCMASTER BD, LETHBRIDGE, AB, Canada",49.664688,-112.8798883,16
"1 MT RUNDLE RD, LETHBRIDGE, AB, Canada",49.6566084,-112.8756502,16
"1800 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6743835,-112.8024383,16
"3400 FAIRWAY PLAZA RD, LETHBRIDGE, AB, Canada",49.6680474,-112.7944426,16
"3400 SPRUCE DR, LETHBRIDGE, AB, Canada",49.6735924,-112.7916728,16
"3800 6 AV, LETHBRIDGE, AB, Canada",49.6916205,-112.7906041,16
"1900 9 AV, LETHBRIDGE, AB, Canada",49.6866747,-112.8145185,16
"200 HERITAGE CT, LETHBRIDGE, AB, Canada",49.6963832,-112.8893065,16
"100 WT HILL BD, LETHBRIDGE, AB, Canada",49.698109,-112.7878018,16
"1 TUDOR CR, LETHBRIDGE, AB, Canada",49.6665727,-112.8149815,16
"100 FAIRMONT RD, LETHBRIDGE, AB, Canada",49.6608745,-112.7861875,16
"1000 20 ST, LETHBRIDGE, AB, Canada",49.6835923,-112.8128864,16
"100 COALBANKS BD, LETHBRIDGE, AB, Canada",49.667417,-112.900744,16
"100 HERITAGE BD, LETHBRIDGE, AB, Canada",49.6934091,-112.8850273,16
"1000 12A ST, LETHBRIDGE, AB, Canada",49.6836257,-112.826854,16
"1 STAFFORD RD, LETHBRIDGE, AB, Canada",49.7213668,-112.8352009,16
"200 24 ST, LETHBRIDGE, AB, Canada",49.6968566,-112.8078812,15
"2900 2 AV, LETHBRIDGE, AB, Canada",49.6995617,-112.7980899,15
"100 PARK MEADOWS BD, LETHBRIDGE, AB, Canada",49.7221567,-112.8042342,15
"1300 18 AV, LETHBRIDGE, AB, Canada",49.67435380000001,-112.8231553,15
"600 5 AV, LETHBRIDGE, AB, Canada",49.6926925,-112.8381171,15
"100 MT SUNDANCE CR, LETHBRIDGE, AB, Canada",49.6504193,-112.8733347,15
"1 CHILCOTIN LN, LETHBRIDGE, AB, Canada",49.6828406,-112.8924783,15
"2400 12 AV, LETHBRIDGE, AB, Canada",49.6797842,-112.8069621,15
"1 BLUEFOX BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,15
"400 RED CROW BD, LETHBRIDGE, AB, Canada",49.6873766,-112.8983184,15
"200 LAVAL BD, LETHBRIDGE, AB, Canada",49.6677498,-112.8700253,15
"100 MCGILL BD, LETHBRIDGE, AB, Canada",49.6699371,-112.8716327,15
"200 PEIGAN CT, LETHBRIDGE, AB, Canada",49.6859885,-112.9008084,15
"1 ST ANNE PL, LETHBRIDGE, AB, Canada",49.7212062,-112.8251524,15
"1500 14 AV, LETHBRIDGE, AB, Canada",49.6782335,-112.8211999,15
"2000 23 ST, LETHBRIDGE, AB, Canada",49.7229146,-112.8103683,15
"1100 KEYSTONE RD, LETHBRIDGE, AB, Canada",49.6664182,-112.9126011,15
"700 12A ST, LETHBRIDGE, AB, Canada",49.7093636,-112.8287746,15
"1 AV & 18 ST, LETHBRIDGE, AB, Canada",49.6987908,-112.8169352,15
"100 BLACKFOOT CI, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,15
"1100 27 ST, LETHBRIDGE, AB, Canada",49.6817062,-112.8029,15
"1200 17 AV, LETHBRIDGE, AB, Canada",49.6752713,-112.8245936,15
"1800 1 AV, LETHBRIDGE, AB, Canada",49.6984671,-112.8262819,15
"900 15 ST, LETHBRIDGE, AB, Canada",49.6857984,-112.8208371,15
"3200 23 AV, LETHBRIDGE, AB, Canada",49.670165,-112.7945011,15
"1200 12C ST, LETHBRIDGE, AB, Canada",49.715473,-112.8261239,15
"1 NEBRASKA RD, LETHBRIDGE, AB, Canada",49.67563149999999,-112.8794196,15
"1 IROQUOIS CR, LETHBRIDGE, AB, Canada",49.6831515,-112.8875294,15
"1000 14 ST, LETHBRIDGE, AB, Canada",49.7137361,-112.8226779,15
"1 ST & 7 AV, LETHBRIDGE, AB, Canada",49.6888699,-112.8450286,15
"1000 ALICE BIRCH PT, LETHBRIDGE, AB, Canada",49.73130829999999,-112.8369765,15
"3500 21 AV, LETHBRIDGE, AB, Canada",49.6716422,-112.7901199,15
"500 12A ST, LETHBRIDGE, AB, Canada",49.7058616,-112.8287875,15
"1200 ST CHARLES RD, LETHBRIDGE, AB, Canada",49.71857079999999,-112.8283771,15
"1800 9 AV, LETHBRIDGE, AB, Canada",49.68667019999999,-112.8162822,15
"1900 13 AV, LETHBRIDGE, AB, Canada",49.71641229999999,-112.8139234,15
"800 GREYWOLF RU, LETHBRIDGE, AB, Canada",49.7410839,-112.8045707,15
"2400 20 ST, LETHBRIDGE, AB, Canada",49.7255064,-112.8150495,14
"400 12A ST, LETHBRIDGE, AB, Canada",49.70465309999999,-112.8287745,14
"1100 29A ST, LETHBRIDGE, AB, Canada",49.6817861,-112.7976103,14
"1400 24 ST, LETHBRIDGE, AB, Canada",49.6782383,-112.8071746,14
"700 2 AV, LETHBRIDGE, AB, Canada",49.7007353,-112.8230682,14
"2600 22 AV, LETHBRIDGE, AB, Canada",49.6710715,-112.805492,14
"2700 11 AV, LETHBRIDGE, AB, Canada",49.7149636,-112.8040452,14
"1 ST & 2A AV, LETHBRIDGE, AB, Canada",49.6880852,-112.8455507,14
"700 ABERDEEN CR, LETHBRIDGE, AB, Canada",49.6971251,-112.9077464,14
