ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
RM23054328,"02/23/2023, 7:00:00 AM","08/03/2023, 5:23:52 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Disobey Court Order 127 CC,Other,Disobey Court Order 127 CC
CA23017690,"03/31/2023, 9:00:00 PM","07/28/2023, 9:31:57 AM",LETHBRIDGE,AB,.,200 Block 41 ST, RMS] Fraud,Other,Fraud
CA23010565,"02/01/2023, 7:01:00 AM","07/28/2023, 8:32:17 AM",LETHBRIDGE,AB,.,400 Block HIGHLANDS BD, RMS] Assist Others,Other,Assist Others
RM23054228,"02/12/2023, 11:00:00 PM","07/27/2023, 1:20:05 AM",LETHBRIDGE,AB,.,1 Block PRINCETON CR, RMS] Sexual Assault,Sexual Offense,Sexual Assault
CA23010289,"02/12/2023, 11:13:00 AM","07/27/2023, 1:20:25 AM",LETHBRIDGE,AB,.,1600 Block SCENIC HT, RMS] Fraud,Other,Fraud
RM23052377,"03/31/2023, 3:00:00 PM","07/22/2023, 8:40:42 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23015761,"01/29/2023, 7:00:00 AM","07/22/2023, 8:40:42 AM",LETHBRIDGE,AB,.,1 Block ALGONQUIN RD, RMS] Domestic Related,Other,Domestic Related
RM23054064,"01/01/2023, 7:50:00 PM","07/19/2023, 9:11:20 AM",LETHBRIDGE,AB,.,500 Block 20 ST, RMS] Assault,Assault,Assault
RM23053849,"03/13/2023, 7:00:00 AM","07/12/2023, 12:49:39 AM",LETHBRIDGE,AB,.,300 Block SKEENA CR, RMS] Crimestoppers,Other,Crimestoppers
CA23015988,"03/01/2023, 7:00:00 AM","07/09/2023, 4:40:18 PM",LETHBRIDGE,AB,.,500 Block 10 ST, RMS] Lost Property,Other,Lost Property
RM23053379,"03/06/2023, 3:00:00 PM","07/05/2023, 12:37:18 AM",LETHBRIDGE,AB,.,100 Block HERITAGE CI," RMS] Child pornography (possession or accessing) (Sec 163.1.(4) (a) (b), 163.1 (4.1) (a) (b) CC)",Other,"Child pornography (possession or accessing) (Sec 163.1.(4) (a) (b), 163.1 (4.1) (a) (b) CC)"
RM23053681,"03/19/2023, 7:00:00 AM","07/05/2023, 12:37:28 AM",LETHBRIDGE,AB,.,200 Block SUNRIDGE RD, RMS] Child pornography (Making or distributing) (Sec 163.1(2) / 163.1(3) CC),Other,Child pornography (making or distributing) (Sec 163.1(2) / 163.1(3) CC)
CA23009436,"01/01/2023, 3:00:00 PM","07/05/2023, 12:37:29 AM",LETHBRIDGE,AB,.,1 Block ALGONQUIN RD, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
CA23015525,"01/01/2023, 7:00:00 AM","07/04/2023, 8:50:11 AM",LETHBRIDGE,AB,.,LETHBRIDGE, RMS] Missing Pers Adult - Female,Other,Missing Pers Adult - Female
CA23015497,"01/01/2023, 7:01:00 AM","07/04/2023, 12:50:11 AM",LETHBRIDGE,AB,.,500 Block FIRELIGHT PL, RMS] Harassing Communications - 372(3) CC,Other,Harassing Communications - 372(3) CC
RM23053678,"03/17/2023, 7:00:00 AM","07/01/2023, 9:04:50 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23053645,"02/01/2023, 3:00:00 PM","06/30/2023, 8:42:20 AM",LETHBRIDGE,AB,.,100 Block MILDRED DOBBS BD, RMS] Assist Others,Other,Assist Others
RM23053588,"02/28/2023, 7:00:00 AM","06/29/2023, 8:58:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23014530,"02/21/2023, 7:00:00 AM","06/24/2023, 8:42:33 AM",LETHBRIDGE,AB,.,800 Block 7 ST, RMS] Fraud,Other,Fraud
CA23014531,"02/17/2023, 4:19:00 PM","06/24/2023, 12:42:33 AM",LETHBRIDGE,AB,.,700 Block 18 ST, RMS] Lost Property,Other,Lost Property
CA23014422,"01/21/2023, 6:00:00 PM","06/22/2023, 9:00:51 AM",LETHBRIDGE,AB,.,900 Block 6 AV, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23053409,"02/27/2023, 7:00:00 AM","06/22/2023, 9:00:52 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23008706,"03/21/2023, 3:00:00 PM","06/22/2023, 1:01:22 AM",LETHBRIDGE,AB,.,100 Block 2 AV, RMS] Fraud,Other,Fraud
RM23053342,"02/26/2023, 9:52:00 PM","06/20/2023, 8:49:33 AM",LETHBRIDGE,AB,.,1 Block BLACKFOOT CI, RMS] Disobey Court Order 127 CC,Other,Disobey Court Order 127 CC
RM23053324,"03/30/2023, 7:00:00 PM","06/19/2023, 8:20:27 AM",LETHBRIDGE,AB,.,500 Block 24 ST, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
RM23053293,"03/23/2023, 7:00:00 AM","06/17/2023, 12:13:28 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Conditional Sentence Order,Other,Conditional Sentence Order
RM23053254,"03/31/2023, 7:00:00 AM","06/16/2023, 8:21:07 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23053221,"03/01/2023, 11:20:00 PM","06/15/2023, 8:23:49 AM",LETHBRIDGE,AB,.,100 Block 15 ST, RMS] Assist Others,Other,Assist Others
AR23100340,"03/24/2023, 7:00:00 AM","06/14/2023, 4:17:33 PM",LETHBRIDGE,AB,.,200 Block CANYON ESTATES WY, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23007351,"04/01/2023, 3:00:00 AM","06/14/2023, 12:17:36 AM",LETHBRIDGE,AB,.,300 Block STONECREST PL, RMS] Juvenile Trouble,Other,Juvenile Trouble
RM23051761,"03/27/2023, 5:00:00 PM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,1700 Block 23 ST, RMS] Commercial Robbery,Robbery,Commercial Robbery
RM23051740,"01/10/2023, 3:14:00 PM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,1 Block MEADOWLARK BD, RMS] Other Drugs - Traffic,Quality of Life,Other Drugs - Traffic
CA23013161,"03/01/2023, 7:00:00 AM","06/08/2023, 11:42:37 PM",LETHBRIDGE,AB,.,1800 Block MAYOR MAGRATH DR, RMS] Fraud,Other,Fraud
CA23006605,"03/27/2023, 3:15:00 AM","06/07/2023, 12:08:30 AM",LETHBRIDGE,AB,.,400 Block SQUAMISH LN, RMS] Neighbour Disputes,Quality of Life,Neighbour Disputes
CA23006721,"03/28/2023, 11:18:00 PM","06/07/2023, 12:08:31 AM",LETHBRIDGE,AB,.,MCGILL BD & MCMASTER BD," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
CA23006163,"03/20/2023, 8:05:00 PM","06/07/2023, 12:08:30 AM",LETHBRIDGE,AB,.,2300 Block 4 AV, RMS] Domestic Related,Other,Domestic Related
CA23006270,"03/23/2023, 12:36:00 AM","06/07/2023, 12:08:30 AM",LETHBRIDGE,AB,.,500 Block 11 ST, RMS] Check On Welfare,Other,Check On Welfare
CA23005873,"03/17/2023, 5:21:00 PM","06/07/2023, 12:08:41 AM",LETHBRIDGE,AB,.,400 Block STAFFORD DR, RMS] Person With Weapon,Other,Person With Weapon
CA23006113,"03/20/2023, 8:21:00 PM","06/07/2023, 12:08:41 AM",LETHBRIDGE,AB,.,2100 Block 9B AV, RMS] Intoxication - arrested,Quality of Life,Intoxication - arrested
CA23005356,"03/10/2023, 12:00:00 AM","06/07/2023, 12:08:40 AM",LETHBRIDGE,AB,.,700 Block 2A AV, RMS] BREAK AND ENTER - COMMERCIAL CC 348(1)(e),Other,Break and Enter - Commercial CC 348(1)(e)
RM23052983,"03/23/2023, 7:00:00 AM","06/07/2023, 12:08:39 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Conditional Sentence Order,Other,Conditional Sentence Order
CA23006887,"03/30/2023, 10:17:00 PM","06/06/2023, 4:08:10 PM",LETHBRIDGE,AB,.,100 Block SIMON FRASER BD, RMS] Sexual Assault,Sexual Offense,Sexual Assault
CA23006792,"03/29/2023, 11:35:00 PM","06/06/2023, 8:05:48 AM",LETHBRIDGE,AB,.,200 Block MCGILL BD, RMS] Check On Welfare,Other,Check On Welfare
CA23006790,"03/29/2023, 11:07:00 PM","06/06/2023, 8:05:48 AM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Check On Welfare,Other,Check On Welfare
CA23006789,"03/28/2023, 2:00:00 PM","06/06/2023, 8:05:47 AM",LETHBRIDGE,AB,.,600 Block TWINRIVER CR, RMS] Criminal Harassment,Other,Criminal Harassment
CA23006765,"03/29/2023, 12:00:00 AM","06/06/2023, 8:05:47 AM",LETHBRIDGE,AB,.,1200 Block 5 AV, RMS] Domestic Related,Other,Domestic Related
CA23006722,"03/27/2023, 3:00:00 PM","06/06/2023, 12:05:39 AM",LETHBRIDGE,AB,.,1700 Block 5 AV, RMS] Juvenile Trouble,Other,Juvenile Trouble
CA23012676,"02/01/2023, 7:00:00 AM","06/04/2023, 12:18:11 AM",LETHBRIDGE,AB,.,1 Block TARTAN BD, RMS] Mischief,Property Crime,Mischief
CA23012640,"03/29/2023, 12:42:00 AM","06/03/2023, 4:11:38 PM",LETHBRIDGE,AB,.,1200 Block 5 AV, RMS] Criminal Harassment,Other,Criminal Harassment
CA23006863,"03/30/2023, 9:22:00 PM","06/03/2023, 8:10:02 AM",LETHBRIDGE,AB,.,3500 Block LAKEWOOD RD, RMS] Check On Welfare,Other,Check On Welfare
CA23006190,"03/18/2023, 1:00:00 AM","06/02/2023, 12:26:23 AM",LETHBRIDGE,AB,.,900 Block 2 AV, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
CA23006136,"03/20/2023, 6:37:00 PM","06/01/2023, 8:20:29 AM",LETHBRIDGE,AB,.,900 Block 19 ST, RMS] Check On Welfare,Other,Check On Welfare
RM23052867,"01/01/2023, 7:00:00 AM","06/01/2023, 8:20:33 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Theft Under,Theft,Theft Under
CA23012355,"01/01/2023, 4:00:00 PM","06/01/2023, 12:21:57 AM",LETHBRIDGE,AB,.,3600 Block 9 AV, RMS] Assault,Assault,Assault
CA23005979,"03/18/2023, 11:09:00 PM","05/31/2023, 8:23:14 AM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23012199,"02/08/2023, 7:00:00 AM","05/30/2023, 8:08:52 AM",LETHBRIDGE,AB,.,100 Block ST JAMES BD, RMS] Possession of Stolen Goods under $5000,Property Crime,Possession of Stolen Goods under $5000
CA23006160,"03/20/2023, 11:16:00 PM","05/29/2023, 3:52:49 PM",LETHBRIDGE,AB,.,300 Block ROCKY MOUNTAIN BD, RMS] Juvenile Trouble,Other,Juvenile Trouble
CA23006632,"03/28/2023, 12:07:00 AM","05/28/2023, 8:14:54 AM",LETHBRIDGE,AB,.,1100 Block 4 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23006568,"03/27/2023, 1:30:00 AM","05/28/2023, 12:14:07 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Domestic Related,Other,Domestic Related
AR23100297,"02/24/2023, 7:00:00 AM","05/27/2023, 8:19:24 AM",LETHBRIDGE,AB,.,600 Block 4 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23011879,"03/20/2023, 9:00:00 AM","05/27/2023, 12:19:39 AM",LETHBRIDGE,AB,.,3200 Block 2 AV, RMS] Theft Under,Theft,Theft Under
AR23100295,"02/02/2023, 3:28:00 PM","05/27/2023, 12:19:42 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Lost Property,Other,Lost Property
CA23006506,"03/25/2023, 7:42:00 PM","05/26/2023, 7:48:17 AM",LETHBRIDGE,AB,.,1600 Block 15 AV, RMS] Domestic Related,Other,Domestic Related
CA23006464,"03/25/2023, 5:12:00 PM","05/26/2023, 7:48:34 AM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23006452,"03/25/2023, 10:00:00 AM","05/26/2023, 7:48:33 AM",LETHBRIDGE,AB,.,1900 Block 7 AV, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
RM23051692,"03/25/2023, 6:32:00 PM","05/26/2023, 7:48:24 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23006413,"03/24/2023, 4:58:00 PM","05/25/2023, 11:47:49 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23006359,"03/23/2023, 11:30:00 PM","05/25/2023, 8:47:26 AM",LETHBRIDGE,AB,.,MCMASTER BD & TEMPLE BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23006981,"04/01/2023, 4:35:00 AM","05/25/2023, 8:47:27 AM",LETHBRIDGE,AB,.,200 Block 12A ST, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23006329,"03/23/2023, 8:30:00 PM","05/25/2023, 8:47:25 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23006333,"03/23/2023, 9:19:00 PM","05/25/2023, 8:47:25 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Sexual Assault,Sexual Offense,Sexual Assault
CA23006327,"03/23/2023, 7:57:00 PM","05/25/2023, 8:47:25 AM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23006311,"03/22/2023, 11:53:00 PM","05/25/2023, 7:48:25 AM",LETHBRIDGE,AB,.,1500 Block 5 AV, RMS] Juvenile Trouble,Other,Juvenile Trouble
CA23006268,"03/21/2023, 8:30:00 PM","05/25/2023, 7:48:24 AM",LETHBRIDGE,AB,.,200 Block OJIBWA PL, RMS] Fraud,Other,Fraud
RM23052724,"01/24/2023, 7:00:00 AM","05/24/2023, 7:47:38 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
CA23005740,"03/15/2023, 8:19:00 AM","05/24/2023, 6:48:26 AM",LETHBRIDGE,AB,.,100 Block MCGILL BD, RMS] Extortion,Other,Extortion
RM23052721,"03/23/2023, 7:00:00 AM","05/24/2023, 6:48:27 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Conditional Sentence Order,Other,Conditional Sentence Order
AR23100271,"01/25/2023, 7:00:00 AM","05/24/2023, 6:48:25 AM",LETHBRIDGE,AB,.,1300 Block 4 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
RM23052677,"03/15/2023, 7:00:00 PM","05/20/2023, 7:26:07 AM",LETHBRIDGE,AB,.,700 Block 12B ST, RMS] Assist Others,Other,Assist Others
CA23006238,"03/22/2023, 4:00:00 PM","05/20/2023, 7:26:05 AM",LETHBRIDGE,AB,.,200 Block 13 ST, RMS] Harassing Communications - 372(3) CC,Other,Harassing Communications - 372(3) CC
RM23052678,"02/27/2023, 7:00:00 AM","05/20/2023, 7:26:03 AM",LETHBRIDGE,AB,.,200 Block 5 AV," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
CA23006257,"03/22/2023, 7:22:00 PM","05/20/2023, 7:25:53 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Check On Welfare,Other,Check On Welfare
CA23006239,"03/05/2023, 7:00:00 AM","05/19/2023, 7:20:28 AM",LETHBRIDGE,AB,.,2300 Block 22 ST, RMS] Fraud,Other,Fraud
CA23006242,"03/19/2023, 7:00:00 AM","05/19/2023, 7:20:28 AM",LETHBRIDGE,AB,.,1300 Block LAKEMOUNT BD, RMS] Assault,Assault,Assault
AR23100267,"01/01/2023, 7:06:00 AM","05/18/2023, 11:19:47 PM",LETHBRIDGE,AB,.,400 Block 10 ST, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
CA23006177,"03/21/2023, 1:00:00 AM","05/18/2023, 11:19:53 PM",LETHBRIDGE,AB,.,1600 Block SCENIC HT, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23006167,"03/21/2023, 5:00:00 PM","05/18/2023, 11:19:53 PM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] Threats,Other,Threats
CA23006174,"03/21/2023, 5:43:00 PM","05/18/2023, 11:19:53 PM",LETHBRIDGE,AB,.,400 Block 12 ST, RMS] Check On Welfare,Other,Check On Welfare
RM23051402,"02/20/2023, 6:30:00 PM","05/18/2023, 2:53:14 PM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23052617,"03/21/2023, 2:54:00 AM","05/18/2023, 10:52:44 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23005781,"03/16/2023, 5:42:00 PM","05/18/2023, 4:52:26 AM",LETHBRIDGE,AB,.,700 Block 5 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
AR23100264,"03/23/2023, 1:00:00 AM","05/17/2023, 11:52:34 PM",LETHBRIDGE,AB,.,4400 Block UNIVERSITY DR, RMS] Lost Property,Other,Lost Property
CA23005292,"03/08/2023, 5:00:00 PM","05/17/2023, 11:52:41 PM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Assist Others,Other,Assist Others
CA23005741,"03/16/2023, 4:32:00 AM","05/17/2023, 2:40:13 PM",LETHBRIDGE,AB,.,1 Block AV & MAYOR MAGRATH DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23005403,"03/11/2023, 5:50:00 AM","05/17/2023, 6:40:39 AM",LETHBRIDGE,AB,.,1 Block ST & 6 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23005727,"03/16/2023, 12:13:00 AM","05/17/2023, 6:40:40 AM",LETHBRIDGE,AB,.,CROWSNEST TR & 13 ST, RMS] Check On Welfare,Other,Check On Welfare
RM23052576,"03/27/2023, 9:12:00 PM","05/17/2023, 6:40:37 AM",LETHBRIDGE,AB,.,300 Block LETTICE PERRY RD, RMS] Assist Others,Other,Assist Others
CA23005244,"03/08/2023, 3:30:00 AM","05/17/2023, 6:40:37 AM",LETHBRIDGE,AB,.,2600 Block SCENIC DR, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23004984,"03/05/2023, 8:19:00 AM","05/16/2023, 10:39:57 PM",LETHBRIDGE,AB,.,1000 Block 2 AV, RMS] Domestic Related,Other,Domestic Related
CA23010866,"03/02/2023, 12:05:00 AM","05/16/2023, 7:24:06 AM",LETHBRIDGE,AB,.,4000 Block 24 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23010852,"03/31/2023, 3:00:00 PM","05/16/2023, 7:24:36 AM",LETHBRIDGE,AB,.,2200 Block 2 AV, RMS] Landlord & Tenant,Other,Landlord & Tenant
CA23004949,"03/04/2023, 6:50:00 PM","05/16/2023, 7:24:12 AM",LETHBRIDGE,AB,.,500 Block 11 ST, RMS] Family Disputes,Other,Family Disputes
CA23005718,"03/15/2023, 10:11:00 PM","05/16/2023, 7:24:17 AM",LETHBRIDGE,AB,.,800 Block 5 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23005642,"03/14/2023, 6:35:00 PM","05/16/2023, 6:23:55 AM",LETHBRIDGE,AB,.,3600 Block 23 AV, RMS] Assist Others,Other,Assist Others
CA23010709,"03/10/2023, 7:01:00 AM","05/14/2023, 11:37:41 AM",LETHBRIDGE,AB,.,600 Block 12 ST, RMS] Sexual Assault;[RMS] Sexual Exploitation,Sexual Offense,Sexual Assault
CA23005558,"03/13/2023, 6:00:00 AM","05/13/2023, 6:31:18 AM",LETHBRIDGE,AB,.,300 Block 24 ST, RMS] Theft of Automobile,Theft of Vehicle,Theft of Automobile
RM23052522,"03/24/2023, 7:00:00 AM","05/12/2023, 10:31:18 PM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
CA23010487,"02/10/2023, 12:00:00 AM","05/12/2023, 6:56:30 AM",LETHBRIDGE,AB,.,1800 Block 8A AV, RMS] Assault - Other,Assault,Assault - Other
RM23051317,"02/08/2023, 3:00:00 PM","05/12/2023, 7:56:41 AM",LETHBRIDGE,AB,.,300 Block SCENIC DR, RMS] Lost Property,Other,Lost Property
RM23052500,"03/20/2023, 3:00:00 PM","05/12/2023, 6:56:31 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23005298,"03/09/2023, 7:25:00 PM","05/11/2023, 7:13:23 AM",LETHBRIDGE,AB,.,800 Block 5 AV, RMS] Check On Welfare,Other,Check On Welfare
CA23005538,"03/13/2023, 6:46:00 AM","05/11/2023, 7:13:28 AM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23005499,"03/12/2023, 7:46:00 PM","05/10/2023, 11:12:40 PM",LETHBRIDGE,AB,.,3200 Block 20 AV, RMS] Family Disputes,Other,Family Disputes
CA23005252,"03/08/2023, 9:45:00 PM","05/10/2023, 6:56:10 AM",LETHBRIDGE,AB,.,1 Block AV & 7 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23005242,"03/09/2023, 1:00:00 AM","05/10/2023, 6:56:09 AM",LETHBRIDGE,AB,.,1600 Block 24 ST, RMS] TSA - Hit and Run,Other,TSA - Hit and Run
CA23005233,"03/08/2023, 10:21:00 PM","05/09/2023, 10:55:16 PM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Assault,Assault,Assault
CA23005228,"03/05/2023, 11:00:00 PM","05/06/2023, 6:25:33 AM",LETHBRIDGE,AB,.,1 Block HARVARD CR, RMS] Fraud,Other,Fraud
CA23005217,"02/25/2023, 7:00:00 AM","05/06/2023, 6:25:12 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Missing Pers Adult - Female,Other,Missing Pers Adult - Female
RM23052372,"03/01/2023, 7:00:00 AM","05/06/2023, 6:25:24 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23052371,"03/28/2023, 7:00:00 AM","05/06/2023, 6:25:23 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23051274,"01/01/2023, 7:00:00 AM","05/05/2023, 7:08:28 AM",LETHBRIDGE,AB,.,KODIAK BD & KODIAK CR, RMS] Drug Complaint General,Quality of Life,Drug Complaint General
CA23006339,"03/23/2023, 9:58:00 PM","05/05/2023, 7:08:51 AM",LETHBRIDGE,AB,.,1200 Block 2A AV, RMS] Shoplifting $5000 or Under,Theft,Shoplifting $5000 or Under
RM23052332,"03/31/2023, 3:00:00 PM","05/05/2023, 7:08:29 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23005154,"03/07/2023, 8:33:00 PM","05/05/2023, 7:08:46 AM",LETHBRIDGE,AB,.,1 Block TARTAN BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23051654,"03/28/2023, 1:30:00 AM","05/05/2023, 7:08:30 AM",LETHBRIDGE,AB,.,2000 Block 5 AV, RMS] Student Threat Assessment (VTRA),Other,Student Threat Assessment (VTRA)
CA23006249,"03/22/2023, 5:30:00 AM","05/04/2023, 11:05:35 PM",LETHBRIDGE,AB,.,600 Block 30 ST, RMS] Mischief,Property Crime,Mischief
CA23005146,"02/23/2023, 1:00:00 AM","05/04/2023, 11:05:32 PM",LETHBRIDGE,AB,.,2300 Block 23 ST, RMS] Fraud,Other,Fraud
CA23009680,"03/03/2023, 6:00:00 AM","05/04/2023, 7:12:19 AM",LETHBRIDGE,AB,.,600 Block 4 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA23005059,"03/03/2023, 8:30:00 PM","05/04/2023, 6:13:06 AM",LETHBRIDGE,AB,.,1 Block FOXBEND CR, RMS] Fraud,Other,Fraud
CA23005063,"03/06/2023, 6:00:00 PM","05/04/2023, 6:13:06 AM",LETHBRIDGE,AB,.,3100 Block 26 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23009652,"01/01/2023, 3:00:00 PM","05/03/2023, 7:14:28 AM",LETHBRIDGE,AB,.,100 Block ERMINEGLEN BY, RMS] Fraud,Other,Fraud
CC23150982,"03/26/2023, 5:10:00 PM","05/03/2023, 7:14:29 AM",LETHBRIDGE,AB,.,1 Block MAURETANIA RD, RMS] TSA - Hit and Run,Other,TSA - Hit and Run
CC23150940,"03/17/2023, 5:45:00 PM","05/03/2023, 6:13:47 AM",LETHBRIDGE,AB,.,400 Block 7 ST, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
CA23005010,"03/05/2023, 9:58:00 PM","05/03/2023, 6:13:51 AM",LETHBRIDGE,AB,.,SUNRIDGE BD & UNIVERSITY DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23005007,"03/05/2023, 9:42:00 PM","05/03/2023, 6:13:51 AM",LETHBRIDGE,AB,.,400 Block SCENIC DR, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
RM23052268,"01/01/2023, 7:01:00 AM","05/03/2023, 6:13:51 AM",LETHBRIDGE,AB,.,100 Block FAIRMONT RD, RMS] Criminal Harassment,Other,Criminal Harassment
CA23005018,"03/06/2023, 12:49:00 AM","05/02/2023, 11:13:53 PM",LETHBRIDGE,AB,.,500 Block 6 AV, RMS] Theft Under,Theft,Theft Under
RM23052260,"03/30/2023, 3:00:00 PM","05/02/2023, 10:13:56 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23009582,"01/16/2023, 7:00:00 AM","05/02/2023, 2:30:31 PM",LETHBRIDGE,AB,.,3200 Block 20 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23052252,"02/01/2023, 3:00:00 PM","05/02/2023, 6:30:12 AM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR, RMS] Assist Others,Other,Assist Others
CA23005055,"03/06/2023, 6:23:00 PM","05/02/2023, 6:30:14 AM",LETHBRIDGE,AB,.,300 Block 5 ST, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23009476,"01/01/2023, 7:00:00 AM","05/01/2023, 3:02:20 PM",LETHBRIDGE,AB,.,800 Block 20 ST, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
CA23009359,"03/22/2023, 3:50:00 AM","04/30/2023, 2:27:04 PM",LETHBRIDGE,AB,.,1 Block HIGHLANDS PL, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23051367,"03/14/2023, 2:00:00 PM","04/30/2023, 6:27:42 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
