ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
CA23018227,"12/25/2022, 12:00:00 AM","08/03/2023, 1:23:51 PM",LETHBRIDGE,AB,.,1600 Block ST GEORGE RD, RMS] Assault,Assault,Assault
CA23016523,"12/01/2022, 9:04:00 AM","08/03/2023, 8:23:45 AM",LETHBRIDGE,AB,T1J 5J4,100 Block GOLDENROD RD, RMS] Fraud - Identity Fraud,Other,Fraud - Identity Fraud
RM23054146,"10/21/2022, 4:00:00 PM","07/22/2023, 8:39:56 AM",LETHBRIDGE,AB,.,100 Block FAIRMONT BD, RMS] Proceeds Of Crime Criminal Cod,Other,Proceeds Of Crime Criminal Cod
CA23008687,"11/01/2022, 7:00:00 AM","07/06/2023, 9:00:30 AM",LETHBRIDGE,AB,.,1 Block BLACKFOOT CI, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM22058254,"12/16/2022, 1:00:00 PM","07/06/2023, 9:00:20 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM23053425,"11/02/2022, 7:00:00 AM","06/23/2023, 12:25:39 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
RM23053376,"12/20/2022, 7:00:00 AM","06/21/2023, 8:55:19 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM22057899,"11/28/2022, 1:59:00 PM","06/15/2023, 8:23:35 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22026022,"11/25/2022, 9:23:00 PM","06/15/2023, 12:23:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025990,"11/25/2022, 6:01:00 PM","06/15/2023, 12:23:33 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Check On Welfare,Other,Check On Welfare
RM22058179,"11/26/2022, 7:01:00 AM","06/15/2023, 12:23:32 AM",LETHBRIDGE,AB,.,200 Block FIRELIGHT CR, RMS] Firearms Act,Other,Firearms Act
CA22025917,"11/24/2022, 8:05:00 PM","06/14/2023, 8:18:09 AM",LETHBRIDGE,AB,.,1 Block SIXMILE RG, RMS] Court Order Apprehension - PChAD,Other,Court Order Apprehension - PChAD
CA22025815,"11/23/2022, 6:53:00 PM","06/14/2023, 8:18:09 AM",LETHBRIDGE,AB,.,1 Block PEIGAN CT, RMS] Check On Welfare,Other,Check On Welfare
CA22025399,"11/18/2022, 5:27:00 PM","06/14/2023, 12:17:31 AM",LETHBRIDGE,AB,.,1200 Block 3 AV, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
CA22025443,"11/19/2022, 12:11:00 AM","06/14/2023, 12:17:32 AM",LETHBRIDGE,AB,.,1100 Block 28A ST, RMS] Assist Others,Other,Assist Others
RM22057689,"11/18/2022, 5:55:00 PM","06/14/2023, 12:17:35 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057684,"11/18/2022, 1:10:00 AM","06/14/2023, 12:17:35 AM",LETHBRIDGE,AB,.,3500 Block MAYOR MAGRATH DR, RMS] Assist Others,Other,Assist Others
CA22025354,"11/18/2022, 3:30:00 AM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,800 Block 2A AV," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
CA22025356,"11/18/2022, 12:56:00 AM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,500 Block 21 ST, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA22025287,"11/17/2022, 4:14:00 AM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Check On Welfare,Other,Check On Welfare
CA22025340,"11/17/2022, 3:56:00 PM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,300 Block MCMASTER BD, RMS] Check On Welfare,Other,Check On Welfare
CA22025288,"11/17/2022, 4:13:00 AM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,MARIE VAN HAARLEM CR & MILDRED DOBBS BD, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22025381,"11/18/2022, 11:38:00 AM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Drug Complaint General,Quality of Life,Drug Complaint General
CA22025261,"11/16/2022, 9:00:00 PM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,1 Block AV & SCENIC DR, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
RM22057638,"11/14/2022, 11:30:00 PM","06/13/2023, 8:28:12 AM",LETHBRIDGE,AB,.,1 Block AV & 24 ST, RMS] Assist Others,Other,Assist Others
CA22025226,"11/16/2022, 3:35:00 AM","06/13/2023, 12:28:16 AM",LETHBRIDGE,AB,.,1 Block MAURETANIA RD, RMS] Drug Complaint General,Quality of Life,Drug Complaint General
CA22025221,"11/16/2022, 2:53:00 AM","06/13/2023, 12:28:16 AM",LETHBRIDGE,AB,.,100 Block LAVAL BD, RMS] Assist Others,Other,Assist Others
CA22025243,"11/16/2022, 3:55:00 PM","06/13/2023, 12:28:16 AM",LETHBRIDGE,AB,.,3000 Block 2 AV, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
CA22025227,"11/16/2022, 3:59:00 AM","06/13/2023, 12:28:16 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025155,"11/15/2022, 2:07:00 AM","06/13/2023, 12:28:17 AM",LETHBRIDGE,AB,.,1000 Block VENTURA CR, RMS] Check On Welfare,Other,Check On Welfare
CA22025194,"11/15/2022, 3:42:00 PM","06/13/2023, 12:28:17 AM",LETHBRIDGE,AB,.,200 Block INDIAN BATTLE RD, RMS] Assist Others,Other,Assist Others
CA22025214,"11/15/2022, 9:47:00 PM","06/13/2023, 12:28:17 AM",LETHBRIDGE,AB,.,1800 Block 5A AV, RMS] Check On Welfare,Other,Check On Welfare
CA22025135,"11/14/2022, 10:41:00 PM","06/13/2023, 12:28:17 AM",LETHBRIDGE,AB,.,1 Block ST & SCENIC DR, RMS] Motor Vehicle Injury Collision,Traffic,Motor Vehicle Injury Collision
CA22025142,"11/14/2022, 5:50:00 PM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,T1J 5G9,500 Block CABOT LD, RMS] Check On Welfare,Other,Check On Welfare
CA22025153,"11/14/2022, 6:14:00 PM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,.,700 Block ABERDEEN CR, RMS] Assist Others,Other,Assist Others
CA22025102,"11/14/2022, 3:08:00 AM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Check On Welfare,Other,Check On Welfare
CA22025100,"11/14/2022, 3:50:00 AM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,.,21100 Block HWY 512, RMS] Missing Pers Adult - Male,Other,Missing Pers Adult - Male
RM22057572,"11/14/2022, 6:30:00 AM","06/10/2023, 8:25:33 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025085,"11/13/2022, 8:57:00 PM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,.,1 Block RIVERMILL LD, RMS] Assist Others,Other,Assist Others
RM22057616,"11/16/2022, 1:45:00 AM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057613,"11/16/2022, 12:02:00 AM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057606,"11/15/2022, 8:31:00 PM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Request for Information,Other,Request for Information
RM22057605,"11/11/2022, 3:00:00 PM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057602,"11/11/2022, 3:00:00 PM","06/10/2023, 8:25:33 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057593,"11/15/2022, 6:02:00 AM","06/10/2023, 8:25:33 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057660,"11/17/2022, 8:27:00 PM","06/10/2023, 8:25:34 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025065,"11/13/2022, 12:31:00 PM","06/10/2023, 8:25:38 AM",LETHBRIDGE,AB,.,2200 Block 7 AV, RMS] Check On Welfare,Other,Check On Welfare
RM22057567,"11/13/2022, 6:50:00 AM","06/10/2023, 8:25:33 AM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22024943,"11/11/2022, 11:20:00 PM","06/10/2023, 12:25:47 AM",LETHBRIDGE,AB,.,1 Block ST & CROWSNEST TR, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
CA22024883,"11/11/2022, 12:32:00 AM","06/09/2023, 11:25:31 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025054,"11/13/2022, 6:05:00 AM","06/09/2023, 8:42:44 AM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA22025465,"11/19/2022, 6:58:00 AM","06/09/2023, 8:42:45 AM",LETHBRIDGE,AB,.,300 Block 12B ST, RMS] High Risk Offender  (HRO) Patrol Management,Other,High Risk Offender  (HRO) Patrol Management
CA22025217,"11/15/2022, 11:44:00 PM","06/09/2023, 8:42:44 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025187,"11/15/2022, 5:00:00 PM","06/09/2023, 8:42:44 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057583,"11/14/2022, 8:02:00 PM","06/09/2023, 8:42:39 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Parolees - Day,Other,Parolees - Day
RM22057578,"10/28/2022, 3:00:00 PM","06/09/2023, 8:42:39 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057565,"11/13/2022, 12:45:00 PM","06/09/2023, 8:42:39 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025050,"11/13/2022, 4:20:00 AM","06/09/2023, 7:42:04 AM",LETHBRIDGE,AB,.,900 Block 19 ST, RMS] Check On Welfare,Other,Check On Welfare
CA22025011,"11/12/2022, 8:34:00 PM","06/09/2023, 7:42:04 AM",LETHBRIDGE,AB,.,UNNAMED & UNIVERSITY DR, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
CA22025016,"11/12/2022, 9:00:00 AM","06/09/2023, 7:42:04 AM",LETHBRIDGE,AB,.,2200 Block 28 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22025024,"11/12/2022, 6:06:00 PM","06/09/2023, 1:42:19 AM",LETHBRIDGE,AB,.,100 Block COLUMBIA BD, RMS] Assist Others,Other,Assist Others
CA22024968,"11/12/2022, 4:04:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,100 Block LAVAL CT, RMS] Check On Welfare,Other,Check On Welfare
CA22024975,"11/12/2022, 4:53:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,400 Block COLUMBIA BD, RMS] Family Disputes,Other,Family Disputes
CA22025075,"11/12/2022, 5:52:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,100 Block ABERDEEN RD, RMS] Bylaw - General,Other,Bylaw - General
CA22024969,"11/12/2022, 4:00:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,500 Block 9 AV, RMS] Check On Welfare,Other,Check On Welfare
CA22024989,"11/12/2022, 1:00:00 PM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,1 Block AV & 29 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22024997,"10/27/2022, 8:30:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,1800 Block 17A ST, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
RM22057548,"11/12/2022, 9:45:00 AM","06/09/2023, 12:41:46 AM",LETHBRIDGE,AB,.,300 Block 12B ST, RMS] High Risk Offender  (HRO) Patrol Management,Other,High Risk Offender  (HRO) Patrol Management
CA22024861,"11/10/2022, 7:22:00 PM","06/09/2023, 12:41:50 AM",LETHBRIDGE,AB,.,CROWSNEST TR & UNNAMED, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
RM22057517,"11/10/2022, 10:30:00 PM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,200 Block 14 ST, RMS] Assist Others,Other,Assist Others
RM22057510,"11/09/2022, 3:00:00 PM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057509,"11/09/2022, 3:00:00 PM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057700,"11/09/2022, 2:20:00 PM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,1400 Block CEDAR PL, RMS] Assist Others,Other,Assist Others
CA22024834,"11/10/2022, 5:22:00 AM","06/09/2023, 12:41:50 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057426,"11/08/2022, 6:40:00 AM","06/09/2023, 12:41:47 AM",LETHBRIDGE,AB,.,1200 Block 6 AV, RMS] Assist Others,Other,Assist Others
CA22024769,"11/09/2022, 7:50:00 AM","06/09/2023, 12:41:50 AM",LETHBRIDGE,AB,.,700 Block 5 AV, RMS] Heroin - Possession,Quality of Life,Heroin - Possession
RM22057315,"11/02/2022, 6:48:00 PM","06/07/2023, 8:08:48 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
RM22057307,"11/02/2022, 2:55:00 PM","06/07/2023, 8:08:48 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22025132,"11/14/2022, 6:16:00 PM","06/07/2023, 12:08:30 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22022522,"10/05/2022, 3:00:00 PM","05/31/2023, 12:23:14 AM",LETHBRIDGE,AB,.,1800 Block 23 ST, RMS] Check On Welfare,Other,Check On Welfare
RM23052780,"11/22/2022, 7:00:00 AM","05/27/2023, 8:19:26 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23052660,"11/11/2022, 7:00:00 PM","05/19/2023, 11:28:14 PM",LETHBRIDGE,AB,.,400 Block 31 ST, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23005282,"12/01/2022, 4:36:00 PM","05/17/2023, 11:52:41 PM",LETHBRIDGE,AB,.,1 Block LASALLE RD, RMS] Fraud,Other,Fraud
CA23010964,"10/02/2022, 2:48:00 AM","05/17/2023, 2:39:56 PM",LETHBRIDGE,AB,.,1 Block IROQUOIS CR, RMS] Break and Enter - Residential  CC 348(1)(d),Other,Break and Enter - Residential  CC 348(1)(d)
CA23009714,"12/04/2022, 7:51:00 AM","05/05/2023, 3:04:52 PM",FORT MACLEOD,AB,T0L 0Z0,600 Block 19 ST," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
CC23150003,"12/19/2022, 5:22:00 PM","05/04/2023, 6:12:54 AM",LETHBRIDGE,AB,.,1 Block AV & 23 ST, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
CC23150453,"12/20/2022, 10:30:00 PM","05/03/2023, 7:14:28 AM",LETHBRIDGE,AB,.,1 Block AV & STAFFORD DR, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
AR23100216,"10/06/2022, 8:01:00 AM","04/29/2023, 6:07:13 AM",LETHBRIDGE,AB,.,600 Block COULEECREEK PL, RMS] Assist Others,Other,Assist Others
CA23009116,"11/01/2022, 7:00:00 AM","04/27/2023, 2:36:25 PM",LETHBRIDGE,AB,.,1500 Block 13 AV, RMS] Theft Over,Theft,Theft Over
CA23003728,"12/25/2022, 7:00:00 AM","04/25/2023, 6:31:17 AM",LETHBRIDGE,AB,.,1 Block HIGHLANDS PL, RMS] Fraud,Other,Fraud
CA23002587,"12/26/2022, 7:00:00 AM","04/25/2023, 6:31:16 AM",LETHBRIDGE,AB,.,300 Block 4 ST, RMS] Theft Under,Theft,Theft Under
CA23008713,"12/25/2022, 7:00:00 AM","04/23/2023, 2:08:33 PM",LETHBRIDGE,AB,.,600 Block SQUAMISH LN, RMS] Fraud,Other,Fraud
CA23008587,"11/14/2022, 7:00:00 AM","04/21/2023, 6:28:27 AM",LETHBRIDGE,AB,.,700 Block 4 AV, RMS] Fraud,Other,Fraud
CA23008434,"10/07/2022, 5:00:00 AM","04/19/2023, 6:30:49 AM",LETHBRIDGE,AB,.,1 Block CAYUGA CR, RMS] Assault,Assault,Assault
RM23052024,"11/01/2022, 3:00:00 PM","04/19/2023, 6:31:00 AM",LETHBRIDGE,AB,.,100 Block LAFAYETTE BD, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23007909,"10/02/2022, 1:00:00 AM","04/15/2023, 2:25:56 PM",LETHBRIDGE,AB,.,1 Block MAURETANIA RD, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23051981,"10/01/2022, 7:00:00 AM","04/15/2023, 2:25:56 PM",LETHBRIDGE,AB,.,400 Block 12B ST, RMS] Sexual Assault,Sexual Offense,Sexual Assault
CA23006255,"11/25/2022, 7:00:00 AM","04/06/2023, 10:07:25 PM",RED CLIFF,AB,T0J 2P2,600 Block 1 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA23007292,"12/14/2022, 3:00:00 AM","04/05/2023, 6:37:16 AM",LETHBRIDGE,AB,.,2000 Block MAYOR MAGRATH DR, RMS] Fraud,Other,Fraud
CA23006935,"12/14/2022, 2:00:00 PM","04/01/2023, 6:18:23 AM",LETHBRIDGE,AB,.,4100 Block 22 AV, RMS] Fraud,Other,Fraud
CA23006612,"10/01/2022, 6:30:00 PM","03/28/2023, 5:40:43 AM",LETHBRIDGE,AB,.,2000 Block 20 ST, RMS] Fraud,Other,Fraud
RM23051606,"12/01/2022, 4:00:00 PM","03/25/2023, 6:11:31 AM",LETHBRIDGE,AB,.,100 Block 19 ST, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23000670,"12/30/2022, 6:10:00 PM","03/22/2023, 5:51:03 AM",LETHBRIDGE,AB,.,500 Block MOONLIGHT LN, RMS] Threats,Other,Threats
CA23000868,"11/01/2022, 7:00:00 AM","03/22/2023, 5:51:03 AM",LETHBRIDGE,AB,.,900 Block 1 AV, RMS] Theft Under,Theft,Theft Under
RM23051265,"12/20/2022, 7:00:00 AM","03/08/2023, 6:09:39 AM",LETHBRIDGE,AB,.,200 Block 5 AV," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
AR23100104,"10/26/2022, 12:00:00 PM","03/07/2023, 5:53:38 AM",LETHBRIDGE,AB,.,200 Block 5 ST, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23004830,"12/01/2022, 7:00:00 AM","03/05/2023, 2:35:26 PM",LETHBRIDGE,AB,.,1 Block JERRY POTTS BD, RMS] Assist Others,Other,Assist Others
CA23004922,"11/23/2022, 7:00:00 AM","03/05/2023, 5:36:25 AM",LETHBRIDGE,AB,.,400 Block 12C ST, RMS] Theft Over,Theft,Theft Over
RM22057707,"11/19/2022, 5:16:00 AM","03/02/2023, 1:04:17 PM",LETHBRIDGE,AB,.,MAYOR MAGRATH DR & 28 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23051148,"12/06/2022, 7:00:00 AM","03/01/2023, 1:04:55 PM",LETHBRIDGE,AB,.,200 Block 5 AV," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
RM23051144,"12/13/2022, 7:00:00 AM","03/01/2023, 5:03:47 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23051136,"10/17/2022, 7:00:00 AM","03/01/2023, 5:03:48 AM",LETHBRIDGE,AB,.,2400 Block 41 ST, RMS] Assist Others,Other,Assist Others
RM23051137,"12/20/2022, 7:00:00 AM","03/01/2023, 5:03:49 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23051116,"10/12/2022, 7:00:00 AM","02/28/2023, 5:04:08 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Fail to Comply with Probation 137 YCJA,Other,Fail to Comply with Probation 137 YCJA
RM23051044,"12/01/2022, 3:00:00 PM","02/24/2023, 5:22:56 AM",LETHBRIDGE,AB,.,1 Block CAYUGA CR, RMS] Assist Others,Other,Assist Others
RM22058365,"12/23/2022, 9:06:00 PM","02/24/2023, 5:23:10 AM",LETHBRIDGE,AB,.,400 Block SCENIC DR, RMS] Theft Over,Theft,Theft Over
CA23004182,"12/01/2022, 7:00:00 AM","02/23/2023, 1:14:48 PM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Lost Property,Other,Lost Property
CA23004045,"10/31/2022, 7:00:00 AM","02/21/2023, 1:34:07 PM",LETHBRIDGE,AB,.,2300 Block 15 AV, RMS] Sexual Assault,Sexual Offense,Sexual Assault
RM23050981,"12/19/2022, 7:00:00 AM","02/18/2023, 4:48:03 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23050973,"12/22/2022, 7:00:00 AM","02/18/2023, 4:48:05 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
RM23050968,"12/05/2022, 7:00:00 AM","02/18/2023, 4:48:04 AM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Breach Of Probation - Adult,Other,Breach Of Probation - Adult
CA23003743,"12/24/2022, 7:00:00 AM","02/17/2023, 8:48:10 PM",LETHBRIDGE,AB,.,1600 Block SCENIC HT, RMS] Assault - Other,Assault,Assault - Other
CA23003708,"12/06/2022, 10:23:00 PM","02/17/2023, 5:29:27 AM",LETHBRIDGE,AB,.,1900 Block 6A AV, RMS] Theft Under,Theft,Theft Under
CA23003677,"12/26/2022, 4:46:00 PM","02/17/2023, 5:29:34 AM",LETHBRIDGE,AB,.,1600 Block ST DAVID RD, RMS] Theft Under,Theft,Theft Under
CA23003581,"12/26/2022, 3:00:00 PM","02/16/2023, 5:15:56 AM",LETHBRIDGE,AB,.,400 Block MARY CAMERON CR, RMS] Fraud,Other,Fraud
CA22024604,"11/06/2022, 7:10:00 PM","02/16/2023, 5:16:17 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22024693,"11/08/2022, 12:15:00 AM","02/16/2023, 5:16:18 AM",LETHBRIDGE,AB,.,4400 Block UNIVERSITY DR, RMS] Assist Others,Other,Assist Others
RM23050918,"12/12/2022, 7:01:00 PM","02/16/2023, 5:15:56 AM",LETHBRIDGE,AB,.,200 Block MAYOR MAGRATH DR, RMS] Assist Others,Other,Assist Others
RM22057900,"11/28/2022, 2:14:00 PM","02/16/2023, 5:16:18 AM",LETHBRIDGE,AB,T1J 2G6,UNKNOWN, RMS] Other Drugs - Traffic,Quality of Life,Other Drugs - Traffic
CA22028218,"12/27/2022, 12:27:00 PM","02/15/2023, 9:16:23 PM",LETHBRIDGE,AB,.,700 Block 5 AV, RMS] Check On Welfare,Other,Check On Welfare
CA22028179,"12/26/2022, 8:40:00 PM","02/15/2023, 1:12:14 PM",LETHBRIDGE,AB,.,1 Block EAGLE RD, RMS] Assist Others,Other,Assist Others
CA22026580,"12/02/2022, 10:47:00 PM","02/15/2023, 1:12:12 PM",LETHBRIDGE,AB,.,800 Block STAFFORD DR, RMS] Landlord & Tenant,Other,Landlord & Tenant
CA22027388,"12/14/2022, 2:10:00 PM","02/15/2023, 5:12:32 AM",LETHBRIDGE,AB,.,1 Block AV & FAIRWAY PLAZA RD, RMS] Property Damage Collision under $2000,Traffic,Property Damage Collision under $2000
CA22027510,"12/16/2022, 3:00:00 AM","02/15/2023, 5:12:32 AM",LETHBRIDGE,AB,.,MAYOR MAGRATH DR & SOUTHGATE BD, RMS] Property Damage Collision under $2000,Traffic,Property Damage Collision under $2000
CA22027436,"12/15/2022, 2:05:00 AM","02/15/2023, 5:12:32 AM",LETHBRIDGE,AB,.,1 Block AV & STAFFORD DR, RMS] Intoxication - NOT arrested,Quality of Life,Intoxication - NOT arrested
CA22027149,"12/09/2022, 5:00:00 AM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,1800 Block 23 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22026807,"12/05/2022, 11:45:00 PM","02/15/2023, 5:12:30 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA22027203,"12/11/2022, 5:41:00 PM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,100 Block 5 AV, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
CA22028009,"12/21/2022, 3:00:00 PM","02/15/2023, 5:12:32 AM",LETHBRIDGE,AB,.,4100 Block 1 AV, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA23003435,"12/23/2022, 7:00:00 AM","02/15/2023, 5:12:41 AM",LETHBRIDGE,AB,.,1 Block 1 AV, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
CA22027214,"12/11/2022, 2:07:00 AM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,2500 Block 7 AV, RMS] Assist Others,Other,Assist Others
CA22027328,"12/13/2022, 4:30:00 PM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,300 Block 5 ST, RMS] BREAK AND ENTER - COMMERCIAL CC 348(1)(e),Other,Break and Enter - Commercial CC 348(1)(e)
CA22028247,"12/27/2022, 8:15:00 PM","02/15/2023, 5:12:32 AM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] Assault,Assault,Assault
CA22027137,"12/10/2022, 8:24:00 PM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Assault,Assault,Assault
CA22027199,"12/11/2022, 5:16:00 PM","02/15/2023, 5:12:31 AM",LETHBRIDGE,AB,.,900 Block 12A ST, RMS] Family Disputes,Other,Family Disputes
CA22026661,"12/03/2022, 5:30:00 PM","02/15/2023, 5:12:30 AM",LETHBRIDGE,AB,.,1 Block ST & 43 AV, RMS] Theft Over,Theft,Theft Over
