ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
P22060126,"12/25/2022, 9:59:28 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,800 Block 2A AV,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P22060127,"12/25/2022, 10:10:08 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,100 Block PEIGAN CT,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P22060128,"12/25/2022, 10:20:38 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,1200 Block 29 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
CA22028101,"12/25/2022, 1:41:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,100 Block RED CROW BD, RMS] Bylaw - General,Other,Bylaw - General
CA22028113,"12/25/2022, 6:25:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,100 Block 2 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
RM22058378,"12/08/2022, 7:00:00 PM","12/25/2022, 8:28:10 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
P22060124,"12/25/2022, 8:29:04 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,200 Block 3 AV,"BOMB FOUND/SUSPICIOUS PACKAGE (LETTER, ITEM)/PRODUCT CONTAMINATION",Other,"BOMB FOUND/SUSPICIOUS PACKAGE (LETTER, ITEM)/PRODUCT CONTAMINATION"
P22060125,"12/25/2022, 8:53:37 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,1200 Block 29 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
CA22028116,"12/25/2022, 7:50:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,500 Block UNIVERSITY DR, RMS] False Alarm,Other,False Alarm
CA22028114,"12/25/2022, 6:20:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,1 Block TUDOR CR, RMS] False Alarm,Other,False Alarm
CA22028117,"12/25/2022, 8:29:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] BREAK AND ENTER - COMMERCIAL CC 348(1)(e),Other,Break and Enter - Commercial CC 348(1)(e)
RM22058377,"12/06/2022, 6:09:00 PM","12/25/2022, 8:28:10 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
P22060120,"12/25/2022, 7:26:11 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,500 Block COLUMBIA BD,LPS PRIORITY EVENT,Other,LPS PRIORITY EVENT
P22060121,"12/25/2022, 7:51:45 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,1200 Block 5 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P22060122,"12/25/2022, 8:02:08 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,500 Block UNIVERSITY DR,ALARMS,Other,ALARMS
P22060123,"12/25/2022, 8:20:37 AM","12/25/2022, 8:28:05 PM",LETHBRIDGE,AB,.,600 Block 8 ST,THEFT (LARCENY),Theft,THEFT (LARCENY)
CA22028112,"12/25/2022, 6:00:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,1 Block GRIZZLY TE, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA22028115,"12/25/2022, 7:26:00 AM","12/25/2022, 8:28:09 PM",LETHBRIDGE,AB,.,500 Block COLUMBIA BD, RMS] Mischief,Property Crime,Mischief
RM22058376,"12/25/2022, 7:59:00 AM","12/25/2022, 8:28:10 PM",LETHBRIDGE,AB,.,1200 Block 5 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
P22060117,"12/25/2022, 6:47:44 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,400 Block HIGHLANDS BD,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P22060118,"12/25/2022, 7:11:21 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,200 Block SCENIC DR,THEFT (LARCENY),Theft,THEFT (LARCENY)
P22060119,"12/25/2022, 7:16:35 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,300 Block 1 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
CA22028111,"12/25/2022, 5:59:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,1 Block ST JAMES CR, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
CA22028109,"12/25/2022, 5:00:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,100 Block COLUMBIA BD, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA22028110,"12/25/2022, 5:28:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,T1K 4W6,1600 Block CEDAR RD, RMS] Assist Others,Other,Assist Others
P22060108,"12/25/2022, 5:28:16 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,1600 Block CEDAR RD,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P22060109,"12/25/2022, 5:37:46 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,100 Block 13 ST,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P22060110,"12/25/2022, 5:57:17 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,1 Block GRIZZLY TE,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060111,"12/25/2022, 5:59:14 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,1 Block ST JAMES CR,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P22060112,"12/25/2022, 6:09:10 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,1 Block ERMINEBEND PL,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060113,"12/25/2022, 6:10:20 AM","12/25/2022, 8:28:03 PM",LETHBRIDGE,AB,.,1 Block COLUMBIA PL,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P22060114,"12/25/2022, 6:20:15 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,1 Block TUDOR CR,ALARMS,Other,ALARMS
P22060115,"12/25/2022, 6:25:26 AM","12/25/2022, 8:28:04 PM",LETHBRIDGE,AB,.,100 Block 2 AV,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
CA22028105,"12/25/2022, 3:48:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,1 Block KINGS RD, RMS] False Alarm,Other,False Alarm
CA22028107,"12/25/2022, 12:08:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,100 Block 7 ST, RMS] Assist Others,Other,Assist Others
CA22028104,"12/25/2022, 3:43:00 AM","12/25/2022, 8:28:08 PM",LETHBRIDGE,AB,.,200 Block 13 ST, RMS] False Alarm,Other,False Alarm
RM22058375,"12/25/2022, 5:43:00 AM","12/25/2022, 8:28:10 PM",LETHBRIDGE,AB,.,100 Block 13 ST, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
P22060105,"12/25/2022, 5:00:12 AM","12/25/2022, 12:28:35 PM",LETHBRIDGE,AB,.,100 Block COLUMBIA BD,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P22060106,"12/25/2022, 5:01:19 AM","12/25/2022, 12:28:36 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
CA22028097,"12/24/2022, 2:30:00 PM","12/25/2022, 12:28:35 PM",LETHBRIDGE,AB,.,100 Block UPLANDS BD, RMS] Assist Others,Other,Assist Others
CA22028099,"12/25/2022, 2:18:00 AM","12/25/2022, 12:28:34 PM",LETHBRIDGE,AB,.,1 Block SALISH PL, RMS] Assist Others,Other,Assist Others
CA22028106,"12/25/2022, 12:27:00 AM","12/25/2022, 12:28:34 PM",LETHBRIDGE,AB,.,1 Block HIGHLANDS PL, RMS] Criminal Harassment,Other,Criminal Harassment
RM22058374,"12/25/2022, 4:27:00 AM","12/25/2022, 12:28:34 PM",LETHBRIDGE,AB,.,2300 Block 9 AV, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA22028108,"12/25/2022, 4:20:00 AM","12/25/2022, 12:28:34 PM",LETHBRIDGE,AB,.,3400 Block 23 AV, RMS] Check On Welfare,Other,Check On Welfare
CA22028103,"12/20/2022, 7:00:00 AM","12/25/2022, 12:28:34 PM",LETHBRIDGE,AB,.,3200 Block 20 AV, RMS] Missing Pers Adult - Female,Other,Missing Pers Adult - Female
P22060101,"12/25/2022, 3:49:46 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,200 Block 13 ST,ALARMS,Other,ALARMS
P22060102,"12/25/2022, 3:55:36 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,1 Block KINGS RD,ALARMS,Other,ALARMS
P22060103,"12/25/2022, 4:17:53 AM","12/25/2022, 12:28:43 PM",LETHBRIDGE,AB,.,2000 Block 9 AV,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P22060104,"12/25/2022, 4:20:19 AM","12/25/2022, 12:28:43 PM",LETHBRIDGE,AB,.,3400 Block 23 AV,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
RM22058373,"12/25/2022, 3:42:00 AM","12/25/2022, 12:29:00 PM",LETHBRIDGE,AB,.,500 Block FAIRMONT BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA22028100,"12/25/2022, 2:55:00 AM","12/25/2022, 12:28:57 PM",LETHBRIDGE,AB,.,1 Block AV & 7 ST, RMS] Check On Welfare,Other,Check On Welfare
CA22028102,"12/24/2022, 10:20:00 AM","12/25/2022, 12:28:57 PM",LETHBRIDGE,AB,.,200 Block 13 ST, RMS] Landlord & Tenant,Other,Landlord & Tenant
P22060097,"12/25/2022, 2:37:51 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,200 Block UNIVERSITY DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P22060098,"12/25/2022, 2:52:02 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,100 Block 5 ST,DAMAGE/VANDALISM/MISCHIEF,Quality of Life,DAMAGE/VANDALISM/MISCHIEF
P22060099,"12/25/2022, 2:55:34 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,MENTAL DISORDER (BEHAVIORAL PROBLEMS),Other,MENTAL DISORDER (BEHAVIORAL PROBLEMS)
RM22058372,"12/25/2022, 2:41:00 AM","12/25/2022, 12:29:00 PM",LETHBRIDGE,AB,.,200 Block UNIVERSITY DR, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA22028098,"12/21/2022, 7:00:00 AM","12/25/2022, 12:28:57 PM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Missing Pers Adult - Female,Other,Missing Pers Adult - Female
P22060088,"12/25/2022, 1:29:07 AM","12/25/2022, 12:28:40 PM",LETHBRIDGE,AB,.,100 Block 1 AV,SUPPLEMENTAL,Other,SUPPLEMENTAL
P22060089,"12/25/2022, 1:32:48 AM","12/25/2022, 12:28:40 PM",LETHBRIDGE,AB,.,100 Block UPLANDS BD,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060090,"12/25/2022, 1:36:42 AM","12/25/2022, 12:28:41 PM",LETHBRIDGE,AB,.,2200 Block 39 ST,ALARMS,Other,ALARMS
P22060091,"12/25/2022, 1:41:39 AM","12/25/2022, 12:28:41 PM",LETHBRIDGE,AB,.,100 Block RED CROW BD,ASSAULT,Assault,ASSAULT
P22060092,"12/25/2022, 1:45:14 AM","12/25/2022, 12:28:41 PM",LETHBRIDGE,AB,.,2200 Block 32 ST,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P22060093,"12/25/2022, 1:51:00 AM","12/25/2022, 12:28:41 PM",LETHBRIDGE,AB,.,700 Block MARIE VAN HAARLEM CR,FRAUD/DECEPTION,Other,FRAUD/DECEPTION
P22060094,"12/25/2022, 2:09:57 AM","12/25/2022, 12:28:41 PM",LETHBRIDGE,AB,.,2100 Block PALM RD,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P22060095,"12/25/2022, 2:18:28 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,1 Block SALISH PL,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
P22060096,"12/25/2022, 2:20:51 AM","12/25/2022, 12:28:42 PM",LETHBRIDGE,AB,.,1 Block SALISH PL,BURGLARY (BREAK-AND-ENTER)/HOME INVASION,Other,BURGLARY (BREAK-AND-ENTER)/HOME INVASION
CA22028095,"12/25/2022, 12:12:00 AM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,1 Block SIMON FRASER BD, RMS] Check On Welfare,Other,Check On Welfare
CA22028096,"12/25/2022, 12:25:00 AM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,700 Block 2A AV, RMS] Insecure Premises,Other,Insecure Premises
CA22028094,"12/25/2022, 12:17:00 AM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,100 Block 14 ST, RMS] Assist Others,Other,Assist Others
P22060084,"12/25/2022, 12:27:25 AM","12/25/2022, 12:28:39 PM",LETHBRIDGE,AB,.,1 Block HIGHLANDS PL,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
P22060085,"12/25/2022, 12:52:55 AM","12/25/2022, 12:28:39 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P22060086,"12/25/2022, 12:59:14 AM","12/25/2022, 12:28:40 PM",LETHBRIDGE,AB,.,3700 Block MAYOR MAGRATH DR,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060087,"12/25/2022, 1:20:28 AM","12/25/2022, 12:28:40 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
CA22028090,"12/24/2022, 11:34:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,700 Block CANYONVIEW CL, RMS] Domestic Related,Other,Domestic Related
CA22028092,"12/24/2022, 6:02:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,600 Block 12C ST, RMS] Bylaw - General,Other,Bylaw - General
P22060074,"12/24/2022, 11:48:28 PM","12/25/2022, 12:28:37 PM",LETHBRIDGE,AB,.,100 Block 5 ST,THEFT FROM VEHICLE,Theft from Vehicle,THEFT FROM VEHICLE
P22060075,"12/24/2022, 11:50:24 PM","12/25/2022, 12:28:37 PM",LETHBRIDGE,AB,.,800 Block 2A AV,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P22060077,"12/24/2022, 11:59:02 PM","12/25/2022, 12:28:38 PM",LETHBRIDGE,AB,.,700 Block 6 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P22060078,"12/25/2022, 12:00:41 AM","12/25/2022, 12:28:38 PM",LETHBRIDGE,AB,.,1100 Block MAYOR MAGRATH DR,THEFT (LARCENY),Theft,THEFT (LARCENY)
P22060079,"12/25/2022, 12:08:42 AM","12/25/2022, 12:28:38 PM",LETHBRIDGE,AB,.,100 Block 7 ST,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)",Other,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)"
P22060080,"12/25/2022, 12:11:09 AM","12/25/2022, 12:28:38 PM",LETHBRIDGE,AB,.,600 Block 8 ST,THEFT (LARCENY),Theft,THEFT (LARCENY)
P22060081,"12/25/2022, 12:12:18 AM","12/25/2022, 12:28:39 PM",LETHBRIDGE,AB,.,1 Block SIMON FRASER BD,SUICIDAL PERSON/ATTEMPTED SUICIDE,Other,SUICIDAL PERSON/ATTEMPTED SUICIDE
P22060083,"12/25/2022, 12:25:21 AM","12/25/2022, 12:28:39 PM",LETHBRIDGE,AB,.,700 Block 2A AV,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
CA22028089,"12/24/2022, 10:58:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,1800 Block MAYOR MAGRATH DR, RMS] Domestic Related,Other,Domestic Related
CA22028091,"12/24/2022, 11:18:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,1 Block AV & MEADOWLARK BD, RMS] Fail to Comply with Undertaking 139 YCJA,Other,Fail to Comply with Undertaking 139 YCJA
CA22028085,"12/24/2022, 7:11:00 PM","12/25/2022, 12:28:55 PM",LETHBRIDGE,AB,.,2300 Block 10 AV, RMS] Theft of Automobile,Theft of Vehicle,Theft of Automobile
P22060069,"12/24/2022, 10:31:29 PM","12/25/2022, 12:28:36 PM",LETHBRIDGE,AB,.,400 Block BLACKWOLF BD,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P22060070,"12/24/2022, 10:41:02 PM","12/25/2022, 12:28:36 PM",LETHBRIDGE,AB,.,200 Block 4 AV,TRAFFIC/TRANSPORTATION INCIDENT (CRASH),Other,TRAFFIC/TRANSPORTATION INCIDENT (CRASH)
P22060071,"12/24/2022, 10:44:34 PM","12/25/2022, 12:28:36 PM",LETHBRIDGE,AB,.,400 Block MOONLIGHT WY,FRAUD/DECEPTION,Other,FRAUD/DECEPTION
P22060072,"12/24/2022, 10:58:20 PM","12/25/2022, 12:28:37 PM",LETHBRIDGE,AB,.,1800 Block MAYOR MAGRATH DR,DOMESTIC DISTURBANCE/VIOLENCE,Other,DOMESTIC DISTURBANCE/VIOLENCE
P22060073,"12/24/2022, 11:18:43 PM","12/25/2022, 12:28:37 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
CA22028082,"12/24/2022, 7:24:00 PM","12/25/2022, 12:28:55 PM",LETHBRIDGE,AB,.,SCENIC DR & 28 ST, RMS] TSA - Hit and Run,Other,TSA - Hit and Run
CA22028084,"12/24/2022, 5:57:00 PM","12/25/2022, 12:28:55 PM",LETHBRIDGE,AB,.,100 Block RIVERHURST CV, RMS] Bylaw - General,Other,Bylaw - General
CA22028087,"12/24/2022, 7:35:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Assist Others,Other,Assist Others
CA22028086,"12/24/2022, 3:55:00 PM","12/25/2022, 12:28:56 PM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Bylaw - General,Other,Bylaw - General
P22060068,"12/24/2022, 10:20:13 PM","12/25/2022, 12:28:35 PM",LETHBRIDGE,AB,.,500 Block UNIVERSITY DR,ROBBERY,Robbery,ROBBERY
CA22028083,"12/22/2022, 7:00:00 AM","12/25/2022, 12:28:55 PM",LETHBRIDGE,AB,.,300 Block TARTAN CI, RMS] Theft Under,Theft,Theft Under
CA22028078,"12/24/2022, 1:10:00 AM","12/25/2022, 12:28:54 PM",LETHBRIDGE,AB,.,600 Block 13 ST, RMS] Theft of Automobile,Theft of Vehicle,Theft of Automobile
P22060066,"12/24/2022, 9:11:54 PM","12/25/2022, 4:27:58 AM",LETHBRIDGE,AB,.,700 Block CANYONVIEW CL,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060067,"12/24/2022, 9:13:48 PM","12/25/2022, 4:27:58 AM",LETHBRIDGE,AB,.,100 Block NORTHLANDER BN,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
CA22028079,"12/24/2022, 4:32:00 PM","12/25/2022, 4:27:58 AM",LETHBRIDGE,AB,.,1100 Block MAYOR MAGRATH DR, RMS] Assist Others,Other,Assist Others
CA22028077,"12/24/2022, 5:30:00 AM","12/25/2022, 4:27:58 AM",LETHBRIDGE,AB,.,100 Block 3 AV, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
P22060063,"12/24/2022, 7:34:34 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC/TRANSPORTATION INCIDENT (CRASH),Other,TRAFFIC/TRANSPORTATION INCIDENT (CRASH)
P22060064,"12/24/2022, 7:35:00 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,600 Block 8 ST,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)",Other,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)"
P22060065,"12/24/2022, 7:39:11 PM","12/25/2022, 4:28:17 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,SUBJECT STOP,Proactive Policing,SUBJECT STOP
CA22028080,"12/24/2022, 6:05:00 PM","12/25/2022, 4:28:32 AM",LETHBRIDGE,AB,.,1400 Block ASHGROVE RD, RMS] Check On Welfare,Other,Check On Welfare
CA22028081,"12/24/2022, 9:08:00 AM","12/25/2022, 4:28:32 AM",LETHBRIDGE,AB,.,700 Block 7 AV, RMS] Extortion,Other,Extortion
CA22028076,"12/24/2022, 5:20:00 PM","12/25/2022, 4:28:32 AM",LETHBRIDGE,AB,.,1700 Block 6 AV, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
P22060051,"12/24/2022, 6:29:18 PM","12/25/2022, 4:28:14 AM",LETHBRIDGE,AB,.,700 Block 4 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060052,"12/24/2022, 6:37:06 PM","12/25/2022, 4:28:14 AM",LETHBRIDGE,AB,.,700 Block 5 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060053,"12/24/2022, 6:47:28 PM","12/25/2022, 4:28:15 AM",LETHBRIDGE,AB,.,800 Block 5 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060054,"12/24/2022, 6:48:25 PM","12/25/2022, 4:28:15 AM",LETHBRIDGE,AB,.,900 Block 19 ST,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060055,"12/24/2022, 6:54:02 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,200 Block 13 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060056,"12/24/2022, 6:58:48 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,300 Block TARTAN CI,DAMAGE/VANDALISM/MISCHIEF,Quality of Life,DAMAGE/VANDALISM/MISCHIEF
P22060057,"12/24/2022, 7:02:04 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,600 Block 8 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060058,"12/24/2022, 7:05:31 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,1700 Block 2 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060059,"12/24/2022, 7:07:03 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,700 Block 6 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060060,"12/24/2022, 7:11:56 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,2300 Block 10 AV,THEFT (LARCENY),Theft,THEFT (LARCENY)
P22060061,"12/24/2022, 7:12:26 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,500 Block 7 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060062,"12/24/2022, 7:25:15 PM","12/25/2022, 4:28:16 AM",LETHBRIDGE,AB,.,2700 Block 28 ST,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)",Other,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)"
CA22028072,"12/24/2022, 4:11:00 PM","12/25/2022, 4:28:31 AM",LETHBRIDGE,AB,.,400 Block SCENIC DR, RMS] Drug Complaint General,Quality of Life,Drug Complaint General
CA22028075,"12/24/2022, 4:18:00 PM","12/25/2022, 4:28:31 AM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR, RMS] Assist Others,Other,Assist Others
P22060040,"12/24/2022, 5:36:49 PM","12/25/2022, 4:28:07 AM",LETHBRIDGE,AB,.,1600 Block 2A AV,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P22060041,"12/24/2022, 5:37:14 PM","12/25/2022, 4:28:08 AM",LETHBRIDGE,AB,.,3500 Block 2 AV,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P22060042,"12/24/2022, 5:56:10 PM","12/25/2022, 4:28:09 AM",LETHBRIDGE,AB,.,300 Block 4 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060043,"12/24/2022, 5:57:19 PM","12/25/2022, 4:28:10 AM",LETHBRIDGE,AB,.,100 Block RIVERHURST CV,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P22060044,"12/24/2022, 5:59:50 PM","12/25/2022, 4:28:10 AM",LETHBRIDGE,AB,.,300 Block 4 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P22060045,"12/24/2022, 6:02:32 PM","12/25/2022, 4:28:11 AM",LETHBRIDGE,AB,.,600 Block 12C ST,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
